Id,Predicted
0,.dREvOlAstmhnTThgRIdinpRinshphltUfselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGhndpytpAbRikEShnbiznisitsfrhnhndiskWOtsd.
1,.DhkhmbyndbiznisrzhkwntidfrtUHhndrdTrdIfyvmill?hndalrzhvdREvOzEtHhndrdnytITRImil?hndalrzindnyntInEtIfyvgRevhn?U@.
2,.inseptembr_DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezhtSeRhvdAmijizfrmhbRIchvkantRAkthWoRd!RilEtidtUhkOldpaRtnrSip_.
3,.AzmizkhndhlindmistrlOsIit.swTAfrkhtsencRhlghvrnmhnt.HizlykhbigglhmbriG_tAGk!.
4,.Wyt.puRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUthdem!.
5,.menIWhntthstoRmDhtAGkkAndtEkitOOt.
6,.bhtifDhHistrIhvhDrAfRikhnnEShnsizenIgyd__Wyts.indIhnzhndsmolblAktRybjudfiRDhAkt.
7,.gREnzhndsYbIiGz!mOstkoRnhndkWItf?UcrzpRysizWrstRhGgr_.
8,.WIkf?UccrzWrshpoRthdbykhnsrnDAtWIkmEbIvOlnrhbhl.ifkOlddsnApsfalODispAstWIkhnzWoRmT.Anhlhsedd_.
9,.DhWoRmiGtRendmEHAdmeltrddisnOkhvranshmkRaps.
10,.koRnf?UcrzrsIvshmstRiGkT!anikspektEShnAtDIAgRhkhlcrdipaRtmhntWudREdsOvIhtimpoRtfoRkAsts_Anhlhs.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.sYbiGf?UcrzpRysizWrmikst.WudbIinshnYlfiniShnkyr_.
13,..stRoGgrpamYhlpRysitHelptYlpRysizfrm.Anhlhstsed!.
14,.mistrkalinzlrndhthnOinskoRniGdiviZhnWhzRidUsiGitstAf_hndWudnIdwtsydHelp.thpRhdUshn?Uzletr_.
15,.HImEdrsElzkOlHISez!.
16,.itWhzhnthgivhWE!.
17,.yset.dwnhnfig?rdwtHWhtDEmItid!hndsOldhmanekt.
18,.DhsenshvinpendiGdUnHAzstymEntImoRk_DhSs.
19,.tUdEHIsez.DIAdhtUtizyvgatmyjhb@hnd?Uvgat?uRhtIj.
20,.AdsjemhdiviZhnmAninjrfoRhRItElr_itshdolhgIt.dOlgWrh.
21,.mistrHOmzrkoRt..sedHIplAnstURiv?UDhstRhkcrhvbelpRUphd.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzbenddivyzd.bhtitizhndrkhnsidrEShntURiv?UDhHOldstRhkcrHIcsed_.
24,.DhpIphlspaRtIkadvrdmUvdindhkIphsiShnzhndeRIhshvphblikidminhstREShninklUdiGHelT_ejhkEShn!lEbr_foRhnRhlEShnzhndAgRhik!.
25,..Dhshlwtit.tUplEsmoRhvitskaRdRYindDhpAnhmEnIhnp?uRakRI!.
26,.nUmrhskamRAdzWrhpYnthd.mOsthvUngRAjREtidfrm?UnhvrshtEShnkaminhstblaknEShnz.
27,.AzWiTDhResthvDhRiSIhmpwevr__DeRydIAlhjIbikEmkhntemhnEtidbyDhtReRmhvkrhpShn!.
28,.innyntInEtIfyv_AndsYlWhnniRlIivevhnbil?hndalrzhnddAmijisht.tRyl_DhbighstjRhjmhntevRhWoRdrdhplEnst!.
29,.DhtUkhmphnEzhgRIdtisethllrkEsfrTRIbill?hndalrzindlytdisembr_.
30,.penzYlHAzbinfRediGOvrDhdItElzHAvmUviGDhmhniGevrse.n.
31,.shmitsHAvDeRphlithkhlbethfittshvkoRs_natlIstDhtdipRezhdent.damhnEtsDhn?UUz.
