Id,Predicted
0,.dREvOlAstmhGThgRIdinpRinshphltUselitsAndlhndWotrtRAnsprtEShnzstIvhdoRiGhndpypAvRhkEShnbiznhshzfrhnhndrskWOzd.
1,.DhkhmbyndbiznisizhkwntidfrtUHhndrdTrdIfyvmil?hndalrzhvdREpOz+EtHhndrdnytITRImill?hndalrzinnyntInEtIfyvgRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezhSeRhvdAmhjitzfrmhbRIchvkantRAktWoRd_RilEtidtUhkOldpaRktrSip!.
3,.AzmizkendhlinmistrlOsIht.swTAfrkhzsentRhlghvrnmhnt.izlykhbiglhmbriGtAGk.!.
4,.Wyt.d?uRhkRAtsrinDhdRybrzsIt!hndblAks~RytlIfiRWhtDhtAGksWephnzkhngUthDem.
5,.menIWonttUstoRmmhtAGkAndtEkites_.
6,.bhtifDhtHistrIhvhDrAfrkhnnEShnzHizAndEgyd_Wyts.indhnzhndsmolblAk.tRydSudfiRD.
7,.gREnzhndsYbIIiGz!mOstkoRnindWIkc?UcrspRysizWrstRhGgr.
8,.WIkf?UcrcWrshpoRthdbykhndsrnDAtWIk!mEbIvOlnrhbhl.ifkOldsmApcfalhDispAstWIkenzWoRT.Andhlhssed_.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRakt!.
10,.oRnf?UcrcdRisIvdshmstReGkT.anikspektEShnAtvDIAgRhkHhlcrdipaRtmhntWudREdzsOvIhtimpoRtfoRkAsts_AndhWhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbIin?UcrspRysizWrmikst.WuTbIGshnYlfiniSiGHyr+.
13,.stRoGgrpolmYlpRyshzHelptYlpRysizfrm.Anhlhssed..
14,.!mistrkolhnzlrnddhthnOinzkoRniGdiviZhnWiTRIdUsiGAtstAf_hndWudnIdwtsydHelppthpRhdUshn?UzWetr_.
15,.HImEdrsElzkOlHIsez!.
16,.itWhzhnttigivhlWE+.
17,..ysAt.dwnhnfig?rdwtWhtDImItid.hndsOldhmanhkt.
18,.DhsenshvinpendiGdUmHAzstymIdtImoRkk_bhtS.
19,.tUdEHIsez.DIAdhtUtizyvgatmyjab.hnd?Uvgat?uRdhbh!.
20,..Adsjim+hdiviZhnmAnhjrfoRRItEbr!itsUdhgIt.dAlgWrld.
21,.mistrHOmzhkoRt.setHIplAnztURif?UDhstRhkcrhvbelgRUh.
22,.itmEbIDhtaRstRhkcrhndmhlthplishtIhvkoRprEShnzizhnthmOsdifektivfrDhf?Ucr_.
23,.nOfrmplAnHAsbenddifyzd.bhtitRizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
