Id,Predicted
0,.tREvOlAstmhGThgRIdinpRinshphlthselitsAndlhndWotrtRAnspRrtEShnstIvdhdoRiGhndpytpAbRhkEShnbiznhsizfrhnhndisklOz.
1,.DhkhmbyndbiznhsizshkwnidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOz~EtHhnrdnytITRImil?hndalzinnyntInEtIfyv~Revhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezhtSeRhvdAmijizfrmhbRIchvkantRAkthWoRd@RilEtidtUhkOlpoRtnrkSip!.
3,.ezmizkendhlhndmistrlOsIht.swTAfRikhzsencRhlghvrnmhnt.izlykhbigglhmbriGtAGk!.
4,.Wyt.buRhkRAtsrinDhdRyvrzsIt!hndblAksRytlIfiRWhtDhtAGksWephnzkhndUtthdeph!.
5,.menIWonttistoRmDhtAGktAndtEkidOliIh!.
6,.bhtifDhHistrIhvhDrAfRikhnnEShnzHUsenIgyd_Wyts.indIhnzhndsmolblAk.tRySudfiRDAt!.
7,.gREnzhndsYYbIGz!mOstkoRnhnWIk.f?UcrzpRyshzWrstRoGgr_.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnnetWIk.mEbIvolnrbhl!ifkOldsnApsfalODispAstWIkenzWoRnT.Anhlhssed.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvronshmkRaps!.
10,.koRnf?UcrzRisIvdshmstReGkT.anikspektEShnhvDIAgRhkhlcrdipaRtmhntWud@REzsOvIhtimpoRtfoRkAsts_Anhlhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrIinkRIst.
12,.sYbIIiGf?UcrzpRyshzWrmikst.WudbInzhndYlfiniSiGHyr+.
13,.stRoGgrpalmYlpRyshvSHelptWYlpRyshzfrm.Anhlhssed..
14,.mistrkalinzlrnbhthnOWhnzkoRniGdifiZhnWhTzRidUsiGitstAf_hndWudnIdwtsydHelp.thpRhdUsin?Uzletr_.
15,.HImEdrsElzkolHIsez.
16,.itWhzhntthgivhWE+.
17,..yset.dwnhnfig?rdwtWhtDEmItid!hnsOldhmonht!.
18,.DhsenshvinpendiGdUmHAzstymEntImWrk_DES!.
19,.tUdEHIsez.DIAdhtUdiz!yvgatmydjab.hnd?Uvgat?uRhkhRId!.
20,..AdsjemhdiviZhnmAnhnjrfoRh@RItElr_itshdolgIp.dolgWrld!.
21,.mistrHOmzhkoRt.sedHIplAnztURIv?UDhstRhk.crhvbelht.gRUpl!.
22,.itmEbIDhtaRstRhkcrhnmhlthplisitIhvkoRprEShnzizhnDhmOsifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzsbendhfyzd.bhtitizhndrkhnsidrEShntURIv?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkRjREmUvdinthkIpphziShnzineRIhzhvphblikAdministREShn!inklUdiGHelT+ejhkEShn!lEbr_foRhnRrlEShnzhndAgRhkhn@.
25,.Dishlwdit.thplEsmoRhvitskaRdREAnDhpAnhmEnIhnp?uRafkhkhRI!.
26,.nUmrhskamrAdsWrhpYnthd.mOsthvHUmgRAcREtidfrm?UnhvrshtIzhndkam?hnhsblaknEShnz.
27,..AtsWidDhResthvDhRUSIImHwevr_DeRydIAlhjSIbIkEmkhntAmhnEtid.byDhtrmhvkrhpShn.
