Id,Predicted
0,.tREbOlAstmhnTThgRIdinpRinshphlthselitsinlhndWotrtRAnsprtEShnstIvdoRiGAndpypfebRhkEShnbiznhshzfrhnhndisklOziRd.
1,.DhkhmbyndbiznhsizhkwnidfrtUHhndrdTrdIfyvmil?hndalrzHhvdREvOz~EtHhnrdnyntITRImil?hndalrzinnyntInEtIfyvpRevhn?iU.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt!mil?hndalrzezitSeRAvdAmijizfhmhvRIchvkantRAktthWoRd!RilEtid.tUhkOldpaRtrSip_.
3,.AzmizkendhlhndmistrlOsIit.swTAfrkhzsentRhlghvrnmhnt.izlykhbiglhmbriGtAGk!.
4,.Wyt.uRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUttUdem!.
5,.menIWontthstoRmDhtAGkAndtEkhtOrt!.
6,.bhtifDhHistRIhvhDrAfRhkhnnEShnzHizenIgyd_Wyts.indhnzhndsmolblAk.tRydSudfiRDhAk@.
7,.gRInzhndsYbInz!mOstkoRnhnWIk.f?UcrzpRyshzWrstRoGgr_.
8,.kWIkf?UcrsWrshpoRthdbykhnsrnDhtWIkmEbIvOlmrhbhl!ifkOldsmAptfalODispAstWIkendzWoRT.Anhlhssed_.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvranshmkRaps.
10,.koRnf?UcrsRisIvdshmstReGT.anikspektEShnhvDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_Anhlhst.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbInf?UcrzpRyshzWrmikst.WiTbInshnYlfiniShnHyr+.
13,.stRoGgrpamYlpRyshzHelptWYlpRyshzfrm.Anhlhssed..
14,.mistrkalhnzlrndDhthnOhnzkoRniGdiviZhnWhzRidUsiGitsstAf_hndWudnIdwtsydHelp!thpRhdUshn?Uzletr_.
15,.HImEdhsElfkolHIsez.
16,.itWhzhntthgivhWI~.
17,..ysAkdwnAndfig?rdwtWhtDEnIdid!hndseldhmanht.
18,.DhsensivhntpendiGdUmHAzstymhntImoR_viS!.
19,.tUdEHIsez.DIAdhtUtiz!yvgatmyab+hnd?Uvghd?uRhpEI!.
20,..AdzjemphdiviZhnmAnhjrfoRhRItElr_itshdalgIvdolgWrldz.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelvgRUd.
22,.itmEbIDhtwRstRhkcRhnmhlthplhsitIhvkoRprEShnzizhnphmOsdifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbendivysd.bhtitizhndrkhnsidrEShntURiv?UDhHOldstRhkcrHIsed.
24,..DhpIphlzpaRtIkadvhdmUvdintikIphziShnzhndeRIhzhvphblikAdminhstREShn!inklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRhkh_.
25,.Dishlwdit.thplEsmoRhvitskaddREhndDhpAnhmEnIhnb?uRakRO.
26,.nUmrhskamRAtsWrhpYntid.mOsthvHUmgRAjREtidfrm?UnhvrshtIzhndkam?hnhsblaknEShnz.
27,..AtzWiTDhResthvDhRUZImHwevr_DeRydIAlhjIbIkEmkhntAmhnEtidbyDhtrmhvkrhpShn.
28,..innyntInEtIfyv_AndzYlWhnniRlIilevhnbil?hndalrzinddAmijizht.tRyl_DhbighstjhjmhntevrhWoRdidhplAnntm!.
29,.DhtUkhmphnIzhgRIdthsethldhkEsfrTRIbil?hndalrzinlytdisembr_.
30,.penzYlHAzbhnfRediGOvrDhdItElzhvmUviGDhmhnI!evrseihn!.
31,.shmhtsHAvDeRphlitikhlbenhfitsshvkoRs!natlIstDhtDhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvryhtIhvRiphblikhnzhbwtDisinRIShnWIks_ymkhnvinstDhtmoRaRWrIdhbwtDispeRhdaksHAvDEtan.Dhnphblikllh!.
33,.DeRznOdwtWIptUminijDhsOvIhtTRetfeRIshbstAnchlIinDhlAst?iR_sizmenhsOthRepRizenhtUvDenWebr_.
34,..bhtDeRrolsORisanagRIn!.
35,.tUstIphfol.khnmInHyrinflEShn!hndivenchlIHyrintRistREts.
36,..DhlibRhlzlostDhphlitikhldhbEtanWeDrthfhndDhkantRhT.piRIhd!.
37,.nwDeRdiWydidtUHAvkantRhshpoRtrzdRAgTRUDhmoAshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnizfoRanhldREghntUlukhnDhmiRh_AndhdmitDhtDisWhzhmhstEk.piRIhd.
39,..DhRESOvsignhltfyvhvDhmaRkitsevhnkWoRtrlIdwntrnzinDhnyntInsevhntIthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklymfrDhshbshkWhntkWoRtrinDOzhkEShz.Whzhbwtsevhnprsent.piRIhd.
41,..HyrintRistREtskamh@hvhkoRpskamh_kudbIofsetbaHyrinflEShn!piRIhd!.
42,.DAtsmoRRlesWht.DhblUcipnikkanhmissikspektpiRIhd_.
43,..Dhn?UceRmhn!nOzDhtHizphlitikhlkhnekShnzmykshmmaRkitprtishmhntsshspiShs+DhtIbhltRydhstim?hlEtDIikanhmIthHelpjIOpIkAnhditsnekst?iR_piRIhd.
44,.AzsynzhvhstRoGgrdikanhmIimrjkamh@HIAdzkamh_loGHyfhntrmREtsaRlyklItUdRiftHyr_piRIhd!.
45,..AtDhsEmtymkamh@hgResifikspenchnhbRodHAzmEdDhmOstsWiThvsWisbAGkshglObhlklEr+piRIhd!.
46,..h?UbIesshbsidIeRIinnU?oRk_WizDhfrstfoRhninstit?UShnthmAnhjr?Uesdhmestik.koRpRhtbanddiSU.piRIhd.
47,.inWestjrmhnIkamh.?UbIeshkWyrddYclendrbAGk!innyntInEtIfyv+piRIhd_.
48,.HizkRidenchlshgcestidDhtDhsOvIetsmytHaRbrmoRintRistindiplamhsI.DhnRIlhstEt.piRIhd.
49,.dhbhlkWOt.ifDhsOvIetsdisydticEnjdDhnEcrhvDhmiShnkamh_DEnwHAvDhRytgaHiR_kamh.dhbhlkWOt.sizDIizRElIhfiShl.piRIhd_.
50,..hn?UzRIlIfsiSUd?esttUdE_sedDhtDhlynhvkReditWudbIgeRhntIdbyprRUv?ensOvr.piRIhd_.
51,.lAstWIk!kamh_DhpRhRvIetghvrnmhntoRdrdDhtolsOvrpRhdUstbystEtHyfhn@OndmynzkmhstbIsOdthDhsentRhlbAGk.piRIhd.
52,..pRyvhtsilvrikspoRtrzolsOHAvbhnofrdinsenrvztiselDersOvrtUDhbAGk.piRIhd.
53,..nwkamh.WhtevrDeRdRobAkshndRIllyf~kamh_WimpsinfikShnaRnatneshseRhlIbAdTiGzpiRIhd.
54,..DEkhnbIfleRIhslIfhnI.kamh_AzWelezHylIifektivtUlzfrsAtyr_piRIhd!.
55,..DisizhspeShlItRUinDhWrkhv.bRitiSnalDhWistskamh_AndIvinkamh@pRIvIhslIkamh.indDhWrkhvWil?hmbYd.piRIhd!.
56,.mistrkAtshnbrgsedn?UzhkhnphbliSiG!oReRIhzdisnIWudfrDriksploRWiTDhmhphts.piRIhd.
57,.natDhtfAksmhSInzrn?U_piRIhd!.
58,.DEvbRenin?UzinDI?UessinsDIeRlInyntInsevhntItspiRIhd.
59,.bhtDeRpap?hleRhthgRUTslOlI.bikhztRAnzmiShnofhnWhzslhgiSkamh_pRintiGmesI.hndmhSInzkudhn.dhbhlkWOt.tok.dhbhlkWOt.tUIchDrifiShntlI!piRIhd.
60,.biznisizWrolsOWeRIhvfAkspRajeks.AftrhHylItwtidfedrhlikspRestvencrdthpRhvydfAksrvhsflwndrd_hndWhzjetishnDinnyntInEtIsevhn.piRIhd.
61,.DhfedRhlikspRestsrvis!kamh_WichlwdbiznhsizhnindhvijhWhlztisendfAkshzfrmDhkhmphnIzstoRzkamh_kEmtUrlI!hndWiTtUikspensivkamh_AnhlhssE.piRIhd!.
62,..mistr+yzIzhfoRmriGliStIjr_izhdepDAtdhlivriGstREttokWiTdiplhmAtiksmylfDhtsofinDhHaRSnhshvHezWrdz.
63,.mistrhzIitUhz.yRAksliGktUDI?UeeszhspeShlIsensidhvhbwtDIhmeRikhndisepShnOvryRAnd@.
64,..DhsOsIEtidenz!nhnizeRkOWh@DishjenRhlpaRtnrhDeRkOhHOtelpaRnrzhnHAzhWhnprsenjhnOlpaRtnrintRistinDhpaRtnrSip..
