Id,Predicted
0,.dREvOWAstmhnThgRIdinpRinshphltUselitsAndhndWotrtRAnsprtEShnstIvhdoRiGhnpyptAbikEShnbiznhsrzfrnhndiskOzd.
1,.DhkhmbyndbiznhsUzhkwnthdfrtUHhndrdTrtIfyvmil?hndalrzhvdREvOz~EtHhndrdnytITRImin?hndalrzinnyntInEtIfyvpRevhn?U.
2,.insepkembr.DhkhmphnIRIsIv!nyntIsikspYRntEt.mil?hndalrzezitSuRhvdAmijizfrmhbRIcrvkantRAktUWoRdRIlEtidtUhkOlpoRtknrnSipp_.
3,.AzmizkendulhnmistrOsIht.swpAfrkhsencRhlghvrmmhnt..izWykhbigWhnbriGtAGk!.
4,.Wyt.puRhkRAtsrinDhdRybrzsIt.hndbAksRytlIfiRWhtDhtAGksWephnzkhndUttUdhm.
5,.menIWontthstoRmDhtAGkAndtEk?hdlghO.
6,..bhtifDhtHistrIhvhDrAfrkhnnEShnzHisenhgyd_Wyts.indhnzhnsmolblAktRybSudfiRhbht.
7,..gREnzhnsYIbiGz.mOstkoRnhnWIk.f?UcrzpRysizWrstRoGbr+.
8,.WIkf?UcrsWrShpoRtidbykhnsrnnhtWIkkmEbIvOlnrbulivkOltsnApsfalhDispAstWIkenzWoRnTAnhlhsed.
9,..DhWoRmiGtRendmEHAdmelthdDisnOkhvranshmkRap.
10,.koRnTUcrzSUsdshmstiGTanekspekkEShnhDIAgRikhlcrdipaRtmhntWudREEzsOvIhtimpoRtfoRkAsts_Anhlhs.
11,.AftrDhkOzAdtREdiG_DhfoRkAstsWrinkRIst.
12,.sYbInf?UcrzpRysizWrmikst.WudbInzhnYfiniShnkHyr+.
13,.stRoGgrpwmYpRySitzHelppYYlpRysizfrmAnhlhstsed!.
14,..mistrkolhnzWeRrndhthnOWhnzkoRniGdhvUZhnWiTRidUsiGitstAf_hndWudnIdwtsydHelp!tUpRhdUshn?UzWetr_.
15,.HImEdrsElzkOllHISez.
16,.itWhzhndrgivhWR!.
17,..yset.dwnhndfig?rtwtWRtDEmIdid!hndsOldhmanht.
18,.DhsenshvinpendiGgUnHAvstymEnttEmaRk_beSI.
19,.tUdEHIsez.nIAdhtUtiz.yvkwtmyjab.hnd?Uvgat?oRkRkRgdh!.
20,.AdschmhdhvUZhnmAninjrfoRRItEr.itsrdgIdOlgWrld.
21,.mistrHOmzhkoRt.sedHIpynztUREv?UDhstRhkcrhv!belgRppUp.
22,.itmEbIDhtaRstRhkcrhnmhlthplisitIhvkoRprEShnzizhnDhmOkstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbendivyzd.bhtidizhndrkhnsidrEShntURiv?UDhHOlstRhkcrHIsed.
24,.DhpIphlspaRtIkadRitmUvdindikIpphsiShnzineRIizhvphblikhdministREShn!indklUdiGHelT_ejhkEShn.lEbr_foRhnRIlEShnzAndAgRhkO.
25,.Dishlwtit.tUplsmoRivitskydr?inDhpAnhmEnIhnp?uRakRIs.
26,.nUmrhskamRedsWrhpYnthd.mOsthvHUngRejWREtidfrm?UnhvrshtIShnkamhnhsblaknEShnz.
27,.AsWiDDhResthvDhRISIimHwevr_DeRytIAlhjIbikEmkhntAmhnEtid.byDhtrmhvgrhpShn.
28,.innyntInEtIfyv_AndzYlWhnniRlIUevhnbil?hndalrzhndAmijizAttRyl_DhbighstjhjRhntevrhWoRdhthplEnt_.
29,.DhtUkhmphnIzhgRIdtUsethlhkEsfrTRIbil?hndalrzinlytDisembr+.
30,.penzYlHAzbinfRediGOvrthtitElzhvmUviGDhmhnievrsen.
31,.shmitsHAvDeRphlRthkhlbenhfitshvkoRs_nAtlIsDhtDhpRezhdent.damhnEtsDhn?Uz.
32,.bhtHAviGtoktUUvrRyEtIhvrphblikhnshbwtDisinRIShnWIks_ymkhnvensDhtmoRoRWrEdhbwtDispeRhdakshvdittan.khnphblikkiOIU.
33,.DeRznOdwtWIpdiminiSDhsOvIhtTRektfiRIsibstAnchlIinDhlAsc?iR_sismenhsOthRepRidsenhtik!DinWebr_.
34,.bhtDeolsOdROSkd.
35,.tUstIphfhl.khnmEnHyrinfEShn.hndhvencYHyrintRistREts.
36,.DhlibrhlslostDhphlitikhldhbEtanWeRDrthfhndDhkantRhf!piRIhd.
37,.nwDeRdiWytidtUHAvkantRhshpoRtrzdRAdTRUDhmoRAshvbilIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlrSeniShfhRanhldREghntUlOkhnDhmeR_AndidmitDhtDisWhzhmhstEt.piRIhd.
39,.DhRESOsignhltfyvhpDhmaRkhtsevhnkoRtrlIdwntrnzinDhnyntInsevhntItiEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklynfrDhsepsikhntkWoRdrinDOskEShz.Whzhbwttsevhnprsent.piRIhd.
41,..HyrintRistREtskamh@hDhkoRskamh_kudbIosetbatHyrinfEShn!piRIhd.
42,.DAtsmoRlesWht.DhplUdSipitkanhmhssikspektpiRIhd!.
43,..Dhn?UceRmhn.nOshdHizpilithkOlkhmAkShnzmEkshmmaRkitprtishphnshspiShs_DhtIbhltRyvhstim?ilEt.DIikanhmitthHelpt.jIOpIkAnhtitsneks?iR_iRIhd!.
44,.AzsynzvhstRoGgrtikanhmEinmmrjkamhHIAdzkamh_loGHyfhntrn@REtsaRlyklItUdRiftHyr_piRIhd.
45,..AtDhsEmtymkamh.hgResivikspAnShnhbdHAzmEdDhmOssWishvsWisbAGks.hghOdhlkWEr!piRIhd.
46,..h?UbIeshbsiDIeRIhndn?U?oRk@WhzDhfrstfoRhninsthcUShnthmAnintr?Uesthmestik.koRprht.bandiSU!piRIh!.
47,.inWestjrmhnIkamh.?UbIeshkWyr!dYcUendrbAGk!innyntInEtIfyv!piRIhd_.
48,.HizkRhdenShlshgcesthdDhtDhsOvIetsmytHaRbrmoRintRrstindipamhsI.DhnRIlhtstEt.Ihd.
49,.dhbhlkWOt.ifDhsOvIitstisydtUcEnjDhnEcrhvDhmiShnkamh_DEnwHAvDhRytkatHiR_kamh@dhbhlkWOt.sezIhzRElIhfiShl.piRIhd!.
50,.hn?UzRIlIsiSU?estrdE_sedDhtDhWynhvkReditWudbIgeRhntIdbytpRUv?hnsevr.piRIhd_.
51,.lAstWIk!kamh_DhprRUvIendghvrnmhntoRdrdDhtolsevrpRhdUstbystEtHyfhnOndmynzmhstbIsOldtUDhsencRhlbAGk.piRIhd.
52,.pRyvitsivrikspoRtrzolsOvrbhnofrdinseniztUselDAsevrtUDhbAGk.piRIhd.
53,..nwkamh.WotevrDrdRObAkshndRIlly~kamh_WimpsinfikShnaRnatneshseRhlIbAdTiGzpiRIhd.
54,..DEkhnbIhleRIhslEkfhnI_kamh_AzWelrzHylIhfektivtUlvzfrsAtyr_piRIhd!.
55,..DisizhspeShlItRUinhWrkhp.bRitiSnADhhsts_kamh_AndIvenkamhpRIvIhslEkamhinDhWrkhvWi?hmbYd.piRIhd.
56,.mistrkAthnbrgsedm?UikhnphbliSiG!oReRIhsdisnUWudfrDrikspoRWidDhmapits!piRIhd.
57,..nwtDhdfAksmhSEnzrn?U_piRIhd.
58,.DEvbAnEn??UzsinDh?UessensDIrlInyntInsevhntEzpiRIhd.
