Id,Predicted
0,.dREvhvlAstmhnThgRIdhnpRinshphlthselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGhndpyppAbRhkEShnbiznhsisfrhnhndisklOzd.
1,.DhkhmbyndbiznhshzhkwnhdfortUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyvvRephn?U!.
2,.inseptembr.DhkhmphnIRiSIvdnyntIsikspYntEt!mil?hndalrzAzhSeRhvdAmhjizfrmhbRIchvkantRAktthWoRd!RilEtidtUhkOlpaRtnnrcSip.
3,.AzmizkendhlhndmistrlOsIit.swTAfrkhsenchlghvrmhnt.DizWykhbiggnWhmbriGtAGk!.
4,.Wyt.piRhkRAtsrinDhdRyvrzsIt!hndblaksRytlIfiRWhtDhtAGksWephnzkhndUthDem.
5,.menIWanttistoRmDhtAGkAndtEkhdOh!.
6,.bhtifDhistrIhvhDrAfrtkhnnEShnzizenIgyd_Wyts.indIhnzhndsmolblAk.tRybSudfiRdAyt@.
7,.gREnzhndsYbIGz.mOstkoRnhndkWIt.f?UcrzpRyshzWrstRoGgr@.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvalnrhbhl.ifkOltsmApsfalODispAstWIkenzWoRmT.Anhlhssed.
9,..DhWoRmiGtRendmEHAvmelthdDhsnOkhpronshmkRaps.
10,.koRnf?UcrzRisIvdshmstReGT.anikspektEShnDAvDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_AndWhs.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbInf?UcrzpRysizWrmikst.WudbInsenYlfiniShnHyr+.
13,.stRoGgrpamYlpRyshzHelptWYlpRyshzfrm.Anhlhssed..
14,.mistrkalhnzlrnDhthnOWhnzkoRniGdiviZhnWhzRidUsiGAtstAf_hndWudnItwtsydHelpthpRhdUshn?Uzletr_.
15,.HImEdhsElfkolHIsez.
16,.itWhzhnthgivhWE~.
17,.yset.dwninfigrdwtWhtDEmItid.hndsOldhmOnit.
18,.DhsenshvenpendiGdUnHAzstymEntImaRk_bhtSee!.
19,.tUdEHIsez.DIAdhtUtis.Hyvgatmyjab_hnd?Uvgat?uRhI!.
20,.Adsjem@hdiviZhnmAnhjrfoRh@RItEvr.itshdagI.dolgWrld.
21,.mistrHOmzhkoRt.sedHIplAnztURIv?UDhstRhkcrhvbelgRU.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnphmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzsbenddivysd.bhtitizhndrkhnsidrEShntURIv?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkadREmUvdintikIphziShnzhneRIhzhvphblikAdminhstREShn!hnklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRhh!.
25,.Dishlwtit.thplEsmoRhvitskadRYAnDhpAnhmEnIhnb?uRakRhd.
26,.nUmrhskamrAdsWrhpYntid.mOsthvDUngRecREtidfrm?UnhvrshtIzhndkamhnhstblakmEShnz.
