Id,Predicted
0,.dREvOlAstmhnfhgRIdinpRinshphlthselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGAndpyttAbRhkEShnbiznhshzfrhnhndiskWOz.
1,.DhkhmbyndbiznhshzhkwntidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnyntITRImil?hndalrzinnyntInEtIfyvRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezhSeRhvdymhnjizfrmhpRIchvkantRAkthWoRd.RIlEtidtUhkOldpaRtnrSip.
3,.AzmizkendhlindmistrlOksIit.swpAfrkhzsencRhlghvrmhnt.islykhbignlhmbriGtAGk!.
4,.pWyt.buRhkRAtsrinDhdRybrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUthDem.
5,.menIWhnttistoRmmhtAGkhndtEkhtr@.
6,.bhtifDhHistRIhvhDrAfrkhnnEShnzUzhnIgad_Wyts.indIenzhndsmolblAk.tRySudfiRDyt@.
7,.gREnzhndsYbIGz!mOstkoRninWIk.f?UcrzpRyshzWrstRoGgr_.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWItmEbIvOlmrhbhl.ifkOldsmApcfalODispAstWIkhnzWoRp.Anhlhsed!.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrzRrsIvdshmstReGT.anikspektEShnhvDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAs_AnWhss.
11,.AftrDhklOzHhvtREdiGDhfoRkAstsWrinkRIst.
12,.sYbIiGf?UcrzpRyshzWrmekst.WiTbInzhndYlfiniShnkyr+.
13,.stRoGgrpamYlpRyshzHelptYlpRyshzfrm!Anhlhssed..
14,.mistrkolhnzlrnbhthnOWhnzkoRniGdRhviZhnWizRidUsiGAtstAf_hndWudmIdwtsydHelpthpRhdUshn?Uzletr_.
15,.HImEdhsElzkolHISuz!.
16,.itWhzhntthgivhWE!.
17,.yset.bwnhnfig?rdwtHWhtDEmItid.hnsOldDhmanht.
18,.DhsensHhvimpendiGdUnHAzstymintImoRk_bhSn.
