Id,Predicted
0,.dREvOWAstmhnTThgRIdinpRinshphltUselitsAndlhndWotrtRAnsprtEShnstIviddoRiGhndpyptAbRhkEShnbiznishzfrhnhndisklOzpiId.
1,.DhkhmbyndbiznhsizhkwnidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhnrdnyntITRImil?hndalrzinnyntInEtIfyvRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvddnyntIsikspYntEt.mil?hndalrzezitSeRhvdAmijizfrmhbRIchvkantRAktthWoRd+RilEtidtUhkOlpaRtnrSip!.
3,.AzmizkendhlhndmistrlOsIet.swTAfrkudsentRhlghvrnmhnt.izWykhbigWhmbriGtAGk!.
4,.Wyt.p?uRhkRAtsinDhdRyvrzsIt.hndblaksRytlIfiRWhtDhtAGksWephnzkhndUttUDemp.
5,.menIWonttistoRmDhtAGkAndtEkhtOROd.
6,.bhtifDhHistrIhvhDrAfrkhnnEShnzizAndigyd_Wyts.indIhnzhndsmolblAktRybSudfiRDy@.
7,.gREnzhndsYbIiGz.mOstkoRnhndWIk.f?UcrzpRyshzWrstRoGgr@.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvOlnrhbhl@ifkOltsnActfalODispAstWIkenzWoRmd.Anhlhssed.
9,..DhWoRmiGtRendmEHAvmwltidDhsnOkhvranshmkRaps_.
10,.koRnf?UcrzRisIvdshmstReGT!anikspektEShnhtDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_Anhlhst.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.sYbIIiGf?UcrzpRyshzWrmikst.WudbInzhndYlfiniSiGHyr+.
13,.stRoGgrpamYlpRysizHelptYlpRySizfrm.Anhlhssed!.
14,.mistrkalinzWrnddhthnOinzkoRniGdiviZhnWiTRidUsiGitstAf_hndWudnIdwtsydHelptUpRhdUshnd?UzWetr_.
15,.HImEdrsElzkolHIsez!.
16,.itWhzhntthgivhWE~.
17,.ysek.dwnhnfig?rdwtWhtDImItidhndsOldhmanht.
18,.DhsensivinpendiGdUGHAzstymintImoRk_DhS.
19,.tUdEHIsez.DIAdhtUthz!yvgatmydjab~hnd?Uvgat?URresih!.
20,.AdzjimhdiviZhnmAnhjrfRh@RItEmr_itshdahgIdhlgWrOld.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbeltgRURd.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzpendifyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkavrmUvdintikIpphziShnzineRIhzHhvphblikHAdministREShn!inklUdiGHelT_ejhkEShn!lEbr_foRhnRhlEShnzhndAgRhkk!.
25,.Dishlwtit.tUplEsmoRhvitskadREindDhpAnhmEnIhnb?uRakRIhz!.
26,.nUmrhskamRAdzWrhpYntid.mOsthvUngRAcrEtidfrm?UnhvrshtIzinkam?hnhstblaknEShnz.
27,.AzWiDDhResthvDhRIZImHwevr_DeRydIalhjIbikEmkhntAmhnEtid.byDhtrmhvkrhpShn!.
28,.innyntInEtIfyv_penzHYlWhnniRlIilevhnbil?hndalrzAnddAmijizAttRyl_DhbighstcaRhjmantevrhWoRdrdhplEnt!.
29,.DhtUkhmphnIzhgRIdthsethlhkEsfrTRIbil?hndalrzinlEtdishmbr+.
30,.penzYlHAzbinfRediGOvrDhdItElzAvmUviGDhmhnI!evrsed!.
31,.shmhtsHAvDeRphlitikhlbenhfitshvkoRs_natlIftDhtdhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtokttUhvhyhtIhvRiphblikhnzhbwtDisinRIShnWIks_ymkhnvinstAtmoRaRWrEdhbwtDispeRhdakshvdEtan.dhnphbliksiRt!.
33,.DeRznOdwtWIvtUmeniStDhsOvIhtTRetpeRIshbstAnchlIinDhlAst?iRsizmenhvsOthRepRisenhtUv!DenWebr_.
34,..bhtDeRaROlsORifsk!.
35,.tUstIphfol.khnmInHyrinflEShn!hnddivenchlYHyrintRistREts.
36,..DhlibRhlzlostDhphlitikhldibEttanWeDrthfhndDhkantRhzpiRIhd!.
37,.nwDerdiWytidtUHAvkantRhshpoRtrzdRyGdTRUDhmaRAshvbhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnitzfoR@RanhldREghntUlOkinDhmiR.AndidmitDhtDisWhzhvmistEt.piRIhd.
39,.DhRESOsignhldhfyvhvDhmaRkitsevhnkWoRtrlIdwntrnzinDhnyntInsevhntUthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitbiklynfrDhshbshkhntkWoRtrhndDOskEShz.Whzhbwtsevhnprsent.piRIhd!.
41,..HyrintRistREtskamh@hvkoRtskamh_kudbIofsetbyHyrinflEShn!piRIhd!.
42,.DAtsmoRrlAsWht.dhplUdSipikanhmissikspektpiRIhd!.
43,.Dhn?UceRmhn.nOsthdHizphlitikhlkhnekShnzmEkshmmaRkitpRtishphntshspiShs_DhdIhbhltRydhstim?hWEtDIikanhmItthHelpjIOpIkkAnhditsnekst?iR_piRIhd.
44,.AzsynzhfrstRoGgrIkanhmIinmrjkamh@HIAdzkamh_loGHyfhntrmREtsaRlyklItUdRiftHyr_piRIhd!.
45,..AtDhsEmtymkamh.hgResivikspAnchnhbRodHAzmEdDhmOstsWifshvsWisbAGkshglObhlklir@piRIhd!.
46,.h?UbIesshbsidIeRIAndnU?oRk@WhzDhfrsttfoRhninstitUShnthmAnintU?Uesdhmestik.koRprhtbandiSU.piRIhd.
47,.inWestjrmhnIkamh.?UbIeshkWyrd!dYSlendrbAGk!innyntInEtIfyvpiRIhd_.
48,.HizkRidenchlsrgcesthdDhtDhsOvIetsmytHaRbrmoRintRistindipamhsI.DhnRIlistEtiRIhd.
49,.dhbhlkWOt.DifDhsODIetsdisydtUcEnjdDhnEcrhvDhmiShnkamh_DEnwHAvDhRytkytHiR_kamh.dhbhlkWOt.sezDIizRElIhfichl.piRIhd!.
50,.hn?UZrlIsiSUd?estrdE_sedDhtDhlynhvkReditWudbiggeRhntIdbypRhUvIhnsOlvr.piRIhd!.
51,.WAstWIk_kamh@DhpRIRUvIhnghvrmhntoRdrdDhtolsOvrpRhdUstbystEtHyfhnOndmynzmhstbIsOdtUDhsentRhlbAGk.piRIhd.
52,.pRyvhtsilvrikspoRtrzolsOHAdbhnofrdinsentivjtUselDeRsOvrtUDhbAGk.piRIhd.
53,..nwkamh@WhtevrDeRdRobAkshndRIllyf~kamh_WimpsinfikShn@aRnatneshseRhlIbAdTiGzpiRIhd!.
54,..DEkhnbIHhleRIhslIfhniGkkamh_AzWelezHylEIfektivtUzfrsAtyr_piRIhd.
55,..DisizhspeSlEtRUinDhWrkhv.bRitiSnoDhWistskamh_AndIvinkamh@pRIvIhslEkamh@indDhWrkhvWil?hnbYd.piRIhd.
56,.mistrkAchnbrgsHAdm?UzikhnphbliSiG!ReRIhsdUsn?iWudfrDrikspoRWiTDhmhpits.piRIhd.
57,..natDAdfAksmhSInzrn?UpiRIhd.
58,.DEvbenAn?UsinDI?UesensDIrlInyntInsevhntIzpiRIhd.
59,.bhtDeRpap?hleRhtIgRUslObi.bikhztRAnzmiShnofhnWitslhgiSkamh_pRintiGmesI_hndmhSInzkudhn.dhbhlkWOt.tok.dhbhlkWOt.tUIchDrifiShntlI.piRhd.
60,.biznisHizWrolsOWeRIhvfAktspRajeks.AftrhHylItwtidfedrhlikspRestvencrthpRhvydfAksrvitsflwndrd_hndWhzjethshndinnyntInEtIsevhn.piRIhd.
61,.DhfedrhlikspRestsrvitskamh_WichlwdbiznhsitshnindhvijhWhlztUsenfAksHizfrmDhkhmphnIzstoRzkamh_kEmtUrlI!hndWiTtUikspensivkamh_AnhlhstsE.piRIhd!.
