Id,Predicted
0,.dREvhhWAstmhnTThgRIdinpRinshphltUselitsAndWhndWotrtRAnsprtEShnstIvhdoRiGhndpyppAbRhkEShnbiznhsizfrhnhndiskWOtd.
1,.DhkhmbyndbiznhsizDhkwntidfrtUHhndrdTrdIfyvmill?hndalrzhvdREvOzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyvRephn?U!.
2,.inseptembrDhkhmphnIRIsIvdnyntIsikspYntEt.mil?hndalrzAzhtSeRhvdAmijizfrmhbRIchvkantRAkthWoRd!RilEtidtUhkOldpaRtnrnSip!.
3,.AzmizkendhlhndmistrlOsIit.swTAfrkhzsentRhlghvrmhnt.izflykhbiglhmbriGtAGk!.
4,.Wyt.p?uRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUtUdem.
5,.menIWontthstoRmDhtAGkAndtEkitOWOt.
6,.bhtifDhtHistrIhvhDrAfrkhnnEShnzUzenEgyd_Wyts.indIhnzhndsmolblAk.tRybSudfiRdhAkt_.
7,.!gREnzhndsYbIiGz!mOstkoRnhnWIkf?UcrzpRysizWrstRoGgr_.
8,.kWIkp?UcrzWrshpoRthdbykhnsrnDAtWItmEbIvalnrhbhl.ifkOldsnApsfalODispAstWIkenzWoRmT.Anhlhsedd_.
9,.DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrzrsIvshmstReGkT.anikspektEShnhDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_AndhlWhs.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.sYbIiGf?UcrzpRyshzWrmikst.WudbInzAndYlfiniShnHyr_.
13,.stRoGgrpamYlpRysizHelptWYlpRysizfrm.Anhllhstsed!.
14,.mistrkolhnzlrnDhthnOhnzkoRniGdiviZhnWhzRidUsiGitstAf_hndWudnIdwtsydHelppthpRhdUshn?Uzdletr_.
15,.HImEdhsElzkOlHISez.
16,.itWhzhntthgivhWE~.
17,.yset.dwnhnfig?rdwtHWhtDEmItid!hndsOldhmanht.
18,.DhsenshvinpendiGdUnHAzstymnttImoRk_DEs.
19,.tUdEHIsez.DIAdhtUtiz.yvgatmyjab@hnd?Uvgat?uRhIj.
20,.Adsjem@hdiviZhnmAninjrforhRItEvr_itshdagIp.dalhgWoRO.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhktcrhvbelhgRUh.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnDhmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbenddivyzd.bhtitizhndrkhnsidrEShntURiv?UDhHOldstRhkcrHISed!.
24,.DhpIphlspaRtIkadjrdmUvdindhkIphziShnzhndeRIhzhvphblikAdminhstREShnindklUdiGHelT_hjhkEShn!WEbr_foRhnRIlEShnzhndAgRhgh!.
25,.Dhshlwtit.tUplEsmoRhvitskhddREhndDhpAnhmEnIhnp?uRakRs!.
26,.mUUmrhskamRAdzWrhpYnthd.mOsthvHUngRejREtidfrm?UnhvrshtIzhnkaminhsblaknEShnz.
27,.AzWiTDhResthvDhRUZIhnHwevr_DeRydIAlhjIbikEmkhntAmhnEtidbyDhcermhvkrhpShn!.
28,.innyntInEtIfyv_AndsYlWhnniRlI?Uevhnbil?hndalrzhnddAmijizAt.tRyl_DhbighstjRhjmhntevrhWoRdhdhplEnht!.
29,.DhttUkhmphnIzhgRIdtisethldhkEsfrTRIbil?hndalrzindlyttiSembr+.
30,.penzYlHAzbinfRediGOvrDhDItElzAvmUviGDhmhniG!evrspn.
31,.shmitsHAvDeRphlutikhlbenhfittshvkoRs_natlIstDhtdhpRezhdent.damhnEksDhn?Uz.
32,.bhtHAviGtoktUhvryhtIhvRiphblikhnzhbwtDisinRIShnWIks_ymkhnvensDhtmoRaRWrIdhbwtDispeRhdakshvDetan.DhnphblikSt.
33,.DeRznOdwtWIpdUminiSthsOvIhtTRetfeRIshbstAnchlIinDhlAst?iR_sOzmenhsOthRepRizenhtivvenWebr_.
34,.bhtDerolsOResiRI.
35,.tUstIphfol.khnmInHyrinflEShnhndivenShIHyrintRistREts.
36,.DhlibrhlzlosDhphlitikhldibEptonWeDrthfhndDhkantRhtzpiRIhd!.
37,.nwDerdiWytidtUHAvkantRhshpoRtrzdRAgTRUDhmoRAfshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnezfoRanhldREghntUlOkhnDhmeR_AndAtmetDhtDhsWhzhmhstEt.piRIhd.
39,.DhRESIOsignhlthfyvhvDhmaRkitsevhnkoRtrlIdwntrnzinDhnyntInsevhntUthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklynfrDhshbshkWhntkWoRtrhndnOskEShz!Whzhbwtsevhnprsent.piRIhd!.
41,.HyrintRistREtskamh@hvkoRskamh_kudbIolsetbhHyrinflEShnpiRIhd!.
42,.DAtsmoRRlesWht.DhplUdSipikkanhmissikspektpiRIhd!.
43,.Dhn?UceRmhn.!nOshtHizbilitikhlkhnekShnzmykshmmaRkitprtisiphntshspeShs_DhtHIbhltRydhstem?hlEtDIikanhmIthHelpjIOpIkkAnhditsnekst?iR_piRIhd.
44,.AzsyhnzhfhstRoGgrikanhmIhmrjkamh@HIAdzkamh_WoGHyfhntrmREtsaRlyklItUdRiftHyr_piRIhd!.
45,..AtDhsEmtymkamh.hgResivikspAnchnhbRoodHAzmEdDhmOstsWifshvsWisbAGks!hglObhlplEr_piRIhd!.
46,.h?UbIesshbsidIeRIhndnU?oRk_WhzDhfrsttfoRhninstitUShnthmAnintrd?Uesdimestik.koRprht.bandiSU!piRIhd.
47,.inWestjrmhnIkamh.?UbIeshkWyrd!dYclendrbAGkinnyntInEtIfyvpiRIhd.
48,.HizkRidenchlzshgjestidDhtDhsOvIetsmytHaRbrmoRintRistindiplamhsI.DhnRIlistEtiRIh.
49,.!dhbhlkWOt.ifDhsevIetstisydticEnjdDhnEcrhvDhmiShnkamh_DEnwHAvDhRytkatHiR_kamh.dhbhlkWOt.sezDIizRElIhfiShl.piRIhd!.
50,.hn?UzRrlIsiSrj?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbypRUvIenselvr.piRIhd!.
51,.WAstWIk_kamh_DhpRUvIhnghvrmhntoRdrdDhtolselvrpRhd?UstbystEtHyfhnOndmynzmhstbIsOldthDhsentRhlbAGk.piRIhd.
52,.pRyvhttsilvrikspoRtrzolsOHAvbhnofrdinsentivztUselDeRsOvrtUDhbAGk.piRIhd.
53,.nwkamh.HWhtevrDeRdRalbAkshndRIllyfkamh_WimpsinfikShnaRnatnhshseRhlIbAdTiGzpiRIhd!.
54,..DEkhnbIHleRIhslEfhnikkamh_AzWelezHylIfektivtUlzfrsAttyr_piRIhd.
