Id,Predicted
0,.tREvOlAstmhnTphgRIdinpRinsiphlthselitsinlhndWotrtRAnsprtEShnstIvhdRiGAndpytpebRhkEShnbiznhsizfrhnhndiskWOtRd.
1,.DhkhmbyndbisnhsizhkwnidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOz+EtHhnrdnyntITRImil?hndalrzinnyntInEtIfyvRevhn?iU!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt!mil?hndalrzenzetSuRhvdAmijizfrmhvRIchvkantRAkttUWoRd!RilEtidtUhkOldpaRtnrnSip.
3,.AdzmizkendhlhnmistrlOsIet.swTAfrkhnsentRhlghvrmhnt.itslykhvbig!!lhmbriGtAGk!.
4,.Wyt.?uRhkRAtsrinDhdRyvrsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUtthdem.
5,.menIWanttistoRmDhtAGkAndtEkidOih.
6,.bhtifDhHistrIhvhDrAfRhkhnnEShnzHizenhgyd_Wyts.indIhnzhndsmOlblak.tRybSudfiRDh@.
7,.gRInzhndsYbIiGz!mOstkoRninWItf?UcUspRysUtsWrstRoGgr_.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWIt!mEbIvOlnrhmhl!ifkOldsnApsfalhDispAstWIkenzWrnAnhlhssed_.
9,.DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrsRisIvshmstRiG.anikspektEShnAvDIAgRikhlcrdipaRtmhntWudREIzOvIhtimpoRtfoRkAsts_AnhWhsts.
11,.AftrDhklOzHhvtREdiG!DhfoRkAstsWrIinkRIst.
12,.sYbIiGf?UcrzpRyshzWrmikst_WidbIiGsenYlfiniShnHyr+.
13,.stRoGgrIpamYlpRysitzHelptYlpRysisfrm!Anhlhstsed..
14,.mistrkalinzlrnDhthnOiGzkoRniGdhviZhnWizRidUsiGitstAf_hndWudnIdwtsydHelpthpRhdUsin?Uzletr_.
15,.HImEtrsElvkOlHIsez!.
16,.itWhzhnthgivhWI!.
17,.ysetdwnhnfig?rdwtWhtDEmItid!hndsOdDhmanhkt.
18,.DhsensHhvinpendiGdUnHAzstymEntImoRk_bhts!.
19,.tUdEHIsez.DIAdhtUtrz!yvkatmyjab.hn?Uvgat?uRhih!.
20,.AdsjimhdhviZhnmAnijrfrhRItEmr_itsAdOlgIgOgWOl.
21,.mistrHOmzHhkoRt.sedHIpRAnztURif?UDhstRhktcurhvbOgRURd.
22,.itmEbIDhtaRstRhkcurhnmhlthplishtIhvkoRprEShnzizhnDhmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbendDivyzd.bhtidizhndrkhnsidrEShntURif?UDhHOldstRhktrIsed.
24,.DhpIphlzpaRtIkadvhmUvdinthkIphziShnzineRIhzHhvphblikAdminhstREShn!inklUdiGHelT_ejhkEShn!lEbr_foRinRIlEShnzhndAgRhkh!.
25,.Dishlwtit.tUplEsmoRhvitskadeEinDhpAnhmEnIhnb?uRaklRI!.
26,.n?UmrhskamRAdzWrhpYntid.mOsthvHRUmgRAjWeREtidfrm?UnhvrshtIzhnkam?hnistblaknEShnz.
27,.AtzWiTDhResthvDhRISImHwevr_DeRyhdIAlhjIbikEmkhntAmhnEtidbyDhcrmhvkrhpShn.
28,.innyntInEtIfyv_AndsYlWhnniRlI?Uevhnbil?hndalrzindAmijizAt.tRyhl_DhbighstchRjmhntevrhWoRdrdhplEnntn.
29,.DhtUkhmphnIshgRIdthsethlDhkEsfrTRIbil?hndalrzinlytDisembr_.
30,.penzYlHAzbinfRediGOvrDhditElzhvmUviGDhmhni!evrsehn!.
31,.shmhntsHAvDeRpRhlitikhlbenhfiftshvkoRs_natlIstDhtDhpRezidentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvryhtIhvRiphblikhnzhbwtDisinRIshntWIks_hmkhnvinstDhtmoRaRWrIdhbwtDispeRhdaksHAvdeton.thnphbliklWlh!.
33,.DeRznOdwtWIptiminijtDhsOvIhtTRetfeRIsHhbstAnchlIinDhlAst?iR_sOsmenhvsOthRepRisenhtU!DinWebr_.
34,.bhtDerolsORismkt@.
35,.tUstIphfol.khmInHyrinflEShn!hndivenchlIHyrintRistREts.
36,.DhlibRhlzlostDhphlitikhldibEtanWeDrthfhndDhkantRhz.piRIhd!.
37,.nwDeRdilydidtUHAvkantRhshpoRtrzdRAgTRUDhmUrAshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnhtsfrRanhldREghntUlukinDhmir_AndAdmitDhtDisWhzhmhstEk.piRIhd.
39,.DhRESIOsignhldfyvhvDhmaRkitsevhnkoRtrdlIdwntrnzinDhnyntInsevhntIthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklynfrDhsepshkWhntkWoRtrinDOzkEsiz!Whzhbwtsevhnprsent.piRIhd!.
41,.HyrintRistREtskamh@hvhkoRskamh_kudbIosetby@HyrinflEShn!piRIhd_.
42,.DAtsmRhlesWut.thblUdcipikanhmistsikspektpiRIhd!.
43,.Dhn?UceRmhn!nOsitHisphlitikhlkhmAkShnzmEkshmmaRkitpRitismhntshvspiShs_DhtHIbhltRyDhstim?hlEtDIikanhmIinthHelpjIpIkAnhditsnekst?iR_piRIhd.
44,.AzsynzfhstRoGgrIkanhmIinmrjkamh@HIAndzkamh_loGHyfhntrmREtsaRlyklItUdRiftHyr_piRIhd!.
45,..AtDhsEmtym!kamh.hgResifikspAnShnhbRodHhzmEdDhmOstsWifshvsWispAGks!hglObhlpler!piRIhd!.
46,.y?UbIeshbsidIeRIhnnU?oRk@WhzDhfrsttfoRhninstitUShnthmAninjr?Uesdhmestik.koRprhtboGdDiSU.piRIhd.
47,.inWestjrmhnIkamh.?UbIeshkWyrd!dYclendrbAGk!innyntInEtIfyrvpiRIhd_.
48,.HizkRIdenchlshgcestidDhtDhsOvIetsmytHaRbrmoRintRistindipOmhnsI.DhnRIlikstEtpiRIhd.
49,.dhbhlkWOt.HifDhsOvIitsdisydticEnjDhnEcrhvDhmiShnkamh_DEnwHAvDhRytkyHiR_kamh.dhbhlkWOt.sezDIizRElIhfiShl.viRIhd_.
50,.hn?UzRIlIsiSUd?estUdE_sedDhtDhlynhvkReditWudbigeRhntIdbyphRUvIhnsOvr.piRIhd_.
51,.lAstWIk!kamh_DhpIRUvIhnghvrnmhntoRdrdDhtolsOvrpRhdUstbystEtHyfhnOndmynzmhstbIsOvthDhsentRhlbAGk.piRIhd!.
52,.pRyvhtsOvrikspoRtrzolsOHAvbinofrdinsendrvztiselDeRsOvrtUDhbAGk.piRIhd!.
53,.nwkamh.WhtevrDeRdRobAkshnRIllyf.kamh_WimpsinfikShn@arnatneshseRhlIbAdTiGzpiRIhd!.
54,.DEkhnbIfleRIhslIfhniGkamh_AtzWelezHylIfektivtUlzfrsAttyr_piRIhd.
55,.DisizhtspeShlItRUinDhWrkhvbRitiShnaDhWistskamh_AndIvhnkamh@pRIvIhtslEkamh.inDhWrkhvWil?hmbYdd.piRIhd.
56,.mistrkAtshnbrggsHed?UzDhtkhnphbliSiGoReRIhstisniWudfrDrikspoRWudDhmhphns.piRIhd!.
57,.natDhtfAksmhSInzrn?UpiRIhd!.
58,.DEpRendin?UsinDI?UesensDIrlInyntInsHevhntIzpiRIhd!.
59,.bhtDeRpap?hleRhtigRUvslOlI.DikhztRAnzmiShnofhnWhslhg?rzkamh_pRintiGmesI_hndmhSInzkudhn.dhbhlkWOt.tok.dhbhlkWOt.tUIchDrIfiShntlI!piRIhd!.
60,.biznisizWrolsOWeRIhvfAkspRajekts.AftrhHylItwtidfedrhlikspRestfencrthpRhvydfAktsrvhsflwndrd_hndWhzjetishndinyntInEtIsevhn!piRIhd!.
61,.DhfedrhlikspRestsrviskamh_WichlwdbiznhsizinindhvijWhlztisenfAksHitsfrmDhkhmphnIstoRizkamh_kEmtUrlI!hndWiTtUikspensivkamh_AnhlhstsE!piRIhd!.
62,.mistrezIIzhfrmriGlijtIjr_izhdepDhtDhlivriGstREttokWiTdiplhmAtiksmylzAtsofinDh@HaRSnhshvHizWrdz.
63,.mistrizIsUhz.yRAksliGttUDI?UeesiDhspeShlIsentidhvhbwtDIhmeRikhndisepShnOvryRAn@.
64,.hsisIEtidenz!nOnizeRkOh.izDhjenRthlpaRtnrhDeRkhhHOtelpaRnrzhndHAzhWhnprsentjenOlpaRtnrintRistinDhpaRtnrSept..
65,.AneRkOispOksOmhnsedDhkhmphnIfrmDhvencr_tikRIEthfynAnsiGbIikhlfrf?UcrHOtelpRyjekt.
66,._tlAstnOstHAdolsObiGgudthlOhnslIdIsI!.
67,.!HIsyz_itkhngetkoRhnEdtisEDAt?Uzikizhg?UnhvrshlWyijbhthtRIlIetiz.
68,.?UziSin+zaRb?UziShnz.
69,._bhttiDhshpRyzhvolmOstevRIWhn.staktpRysizbigAnhstedIklymdDhtpuStDIAvRijhbhvWenzdEzklOz.
70,.DismaRkitizWEtiGfrOnlIWhnTiGswfrdRof+hsIn?rvyspRezhdenthtamsinmikininsik?uRhtIzinkoRprEtid_.
71,.DhdigSUizgOiGthdRaphnWIsIDhtREdnhmbr_.
72,._DhbAGkOldiGkhmphnIzflEtidhnhDrfiftImil?hndalrsEl@frnekstUzdE!.
73,._DhmaRkittendhmAgnhfyDhnUz.
74,.hstRathtWrsEDAtDIrTfEtizsIld@.
75,.fytDil~in?RzfrmnwDhsedWhlstlOlIsWeDIrDhnEH?Ujfyrbal@.
76,._DhgWaRtIAHhzOnlIfiftIsevhngEtsbhtAtpIkwrzdhzhnzhvmoRplEnzmEbIanDhgRwnd.
77,.DhgEtshndkoRhdorzrdizyndfrsmalreRkRAft!.
78,.DisizhsphShlItrUinDhWrk.hvbRitiSnabhlistAndIvinpRIvIhslI.indDhWrk!hvil?hmbYd.
79,.hmhGDhmEjrAsets.kamh.tenikOzAnhjIRizrvzkuddIWrishbwtfyvbil?hndalrz.kamh_mistrgEnz!TiGks.
80,.HIvAl?UzDhpEplynAsetsAtTRIbil?hndalrzsemykOlhn_DhSip.bildiGaprEShnzh.tUbil?hndalrz.shmikOlhn.AndDIathmOthv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
