Id,Predicted
0,.tREvrlAstmhnThgRIdinpRinshphlthselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGAndpypTAbRhkEShnbiznhsizfrhnhndisklOzd.
1,.DhkhmbyndbiznhshzhkwnthdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvrzEtHhndrdnytITRImin?hndalrzinnyntInEtIfyvpRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt!mil?hndalrzezhtSeRhvdAmijizfrmhbRIchvkantRAktthWoRd!RilEtidtUhkOldpaRtnrSip_.
3,.ezmizkendhlhnmistrlOsIht.swTHAfrkhzsentRhlghvrmhnt.izlykhbiglhmbriGtAGk!.
4,.Wyt.p?uRhkRAtsrinDhdRybrzsIt.hndblAks~RytlIfiRWhtDhtAGksWephnzkhngUtthDhm.
5,.menIWontthstoRmDhtAGkhndtEkitpRts.
6,.bhtifDhHistrIhvhDrAfRhkhnnEShnzHizAnEgyd_Wyts.invhnzhndsmolblAk.tRybSudfiRDht_.
7,.gREnzhndsYbInz!mOstkoRnindWItt?UcrzpRysizWrstRoGgr_.
8,.WIkf?UcrzWrshpoRthdbykhnsrnDhtWItmEbIvOlnrhbhl.ifkOldsnApsfalODispAstWIkenzWoRmT.Anhlhssed_.
9,.DhWoRmiGtRendmEHAdmetidDhsnOkhvranshmkRaps!.
10,.koRnf?UcrzRrsIvdshmstReGkT.anikspektEShnAtDIAgRhkHhlcrdipaRtmhntWud@REzsOvIhtimpoRtfoRkASts_Anhlhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbIIiGf?UcrzpRyshzWrmikst.WudbInzinYlfiniSiGHyr+.
13,.stRoGgrpomYlpRyshzHelptWYlpRysizfrm.Anhlhssed..
14,.mistrkalinzlrnDhthnOinzkoRniGdiviZhnWhzRidUsiGitsstAf_hndWudnItwtsydHelpthpRhdUshn?Uzletr_.
15,.HImEdrsEElzkOlHIfez.
16,.itWhzhntthgivhlWI_.
17,..ysAt.dwnhnfig?rdwtWhtDEmItid.hndsOldhmanhkt.
18,.DhsensHAvinpendiGdUmHAvzstymEntImoRk_bhtsn!.
19,.tUdEHIsez.DIAtht?Utrz!yvgatmyjab+hn?Uvgat?uuRkREd!.
20,..AdzjUm@hdiviZhnmAnhjrfoRhRItElr_itsUdargIt.dehgWrd.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbhlgRUUs.
22,.itmEbIDhtwRstRhktcrhndmhlthplishtIhvkoRprEShnzizhnthmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbendivyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlzpaRtIkadRAvmUvdinthkIphziShnzhneRIhzAvphblikAdministREShn!inklUdiGHelT+ejhkEShn!lEbr_foRhnRIlEShnzAndAgRikt!.
