Id,Predicted
0,.tREvOlAstmhnTThgRIdinpRinshphltiselitsinlhndWotrtRAnsprtEShnstIvdoRiGAndpyppebRhkEShnbiznhsizfrhnhndrskWOzpRd.
1,.DhkhmbyndbiznhsizhkwnhdfrtUHhndrdTrdIfyvmil?hndalrzHhvdREvOz+EtHhndrdnyntITRImil?hndalrzinnyntInEtIfyvpRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt!mil?hndalrzezDAtSeRhvdAmijizfrmhvRIchvkantRAkttUWoRd.RilEtidtUhkOldpaRtnrSip!.
3,.AzmizkendhlhndmistrlOsIet.swTAfrkhsentRhlghvrnmhnt.izlykhbiglhmbriGtAGk!.
4,.Wyt.biRhkRAtsrinDhdRybrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUttUdem.
5,.menIWonttistoRmDhtAGkAndtEkhdOr.
6,.bhtifDhHistrIhvhDrAfRrkhnnEShnzizenItgyd_Wyts.indIhnzhndsmolblAk.tRybdSudfiRDh_.
7,.gREnzhndsYbIn!mOstkoRnhnWIt.f?UcrzpRyshzWrstRoGgr_.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWItmEbIvOlnrhbhl!ifkOldsnApcfalODispAstWIkenzWoRmT.Anhlhssed_.
9,.DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrzRisIvdshmstReGT.anekspektEShnhtDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAss_Anhlhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrIinkRIst.
12,.sYbInf?UcrzpRyshzWrmikst.WudbIGthnYlfiniSiGHyr+.
13,.stRoGgrpamYlpRyshzHelptWYlpRysizfrm!Anhlhstsed!.
14,.mistrkalhnzlrnDhthnOWinzkoRniGdhviZhnWhzRid?UsiGitsstAf_hndWudnItwtsydHelp.thpRhdUshn?Uzdletr_.
15,.HImEdhsElzkOlHIsez.
16,.itWhzhnthgivhWE@.
17,.ysAt.dwnhnfig?rdwtWhtDImItid!hnsOldhmOnht.
18,.DhsenshvhntpendiGdUHAzstymEntImoRk_bhS!.
19,.tUdEHIsez.DIAdhtUtiz~yvgatmyjab.hn?Uvgad?uRhpEI!.
20,.AdzjemhdiviZhnmAnijrfoRhRItEr_itshdolgIvgOgWROld.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhktcrhvbelgRUpd.
22,.itmEbIDhtaRstRhkcrhnmhlthplishtIhvkoRprEShnzizhnDhmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHhzbendivyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhktrHIsed.
24,.DhpIphlzpaRtIkadRhmUvdinDikIphziShnzineRIhzhvphblikAdminhstREShn.inklUdiGHelT_ejhkEShn!lEbr_foRnRIlEShnzhndAgRhkt_.
25,.Dishlwdit.tUplEsmoRhvitskaRdREhndDhpAnhmEnIhnb?uRakRI.
26,.n?UmrhskamRAdzWrhpYntid.mOsthvHUmgRAjWRItidfrm?UnhvrshtIzhnkam?inistblaknEShnz.
27,.AzWiTDhResthvDhRIZImHwevr_DeRydIalhjIbIkEmkhntAmhnEtidbyDhtrmhvkrhpShn.
28,.innyntInEtIfyv_AndzYlWhnniRlIIlevhnbil?hndalrzinddAmijizit.tRyhl_DhbighstjhRjmhntevrhWoRdidhplEnnt!.
29,.DhtUkhmphnIzhgRIdtisethldhkEsfrTRIbil?hndalrzinlytDhsembr+.
30,.penzYlHAzbinTRetiGOvrDhdItElzHAtmUviGDhmhnI!evrsen.
31,.shmhtsHAvDeRphlitikhlbenhfitshvkoRs_natlIstDhtDhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvrRyetIhvRiphblikhnzhbwtDisinRIShnWIks_ynkhnvinsDhtmoRaRWrIdhbwtDispeRhdaksAvdEttan.Dhnphblikllh!.
33,.DeRznOdwntWIpdiminijDhsOvIhtTRetfeRIshbstAnchhlIinDhlAst?iR_sizminhsOthRepRizenthtivDAnWebr_.
34,..bhtDeRrolsORiSfIn!.
35,.tUstIphfol.khnmInHyrinflEShn!hndhvenchlIHyrintRistREts.
