Id,Predicted
0,.tREvOlAstmhnTTrgRIdinpRenshphlthselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGhnpyttAbRrkEShnbiznhsizfrnandiskWOts.
1,.DhkhmbyndbiznhsizhkwnthdfrtUHhndrdTrdIfyyvmi?hndalrzhvdREvOzEtHhndrdnyntITRImen?hndalrzindnyntInEtIfyvRephn?U.
2,.inseptembr_.DhkhmphnIRisIvdnyntIsikspYntEt.mi?hndalrzAnzhtSeRhvgAmhcizfrmhbRIcrvkantRAkthWoRd_RilEtidtUhlkOlpaRthSipp.
3,.AzmizkndhlhnmistrlOOksIit.swTAfrkhzsencRhlghvrnmhnt.izWykhbiggWhmbriGtAGk.
4,.Wynt.piRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUttUdRwm.
5,.menIWontthstoRmDhtAGkkAndtEk?hdO.
6,.bhtifDhHistrIhvwDrAfrkhnnEShnzUzenIgyd_Wyts.indIhnzAndsmoldlAktRybSudfiRbA.
7,.gREnshnsoRIbIiGz!mOstkoRnhnHWIkf?UcrSpRysisWrcstRoGgr.
8,.WIkf?UcrzWrshpoRtidbykhnsrnnAtWIk!mEbIvolnrbhlivkOldsnApcfalhDispAstWIkhnzWoRnTAnhlhsedd.
9,.DhWoRmiGtRAndhmEHAdmelftrdisnOkhvrhnshmkRaks.
10,.koRnf?UcrSrsIpshmstRAGkTanekspektEShnhtDIAgRhkhlcrdipaRtmhntWudREEzsOvIhtimpoRtfoRkAsts_Anlhss.
11,.AftrDhklOzhvvtREdiG!DhfoRkAstsWrinkRIst.
12,.soRIbiGf?UcrzpRysizWrmikkst.WrdbInzenhlYlfiniShnHyr_.
13,.stRoGgrpamYOlpRysizHeltYhlpRysizfrmAnhlhstsed!.
14,.mistrkalhnzlrndhthnOhnzkoRniGdiviShnWhzRId?UsiGitstAf_hndWudnIdwtsydHelpthpRhdUshn?Uzletr_.
15,.HImEtrsElzkOlHISez.
16,.itWhzhnthgivhlWR!.
17,.ysAk.dAnhnfig?rdwtWoRtTImItid!hndsOldhmonekth.
18,.DhsenshvinpendiGdUnHAzstymhntImoR_DhSn.
19,.tUdEIsez.DIAdhtUtiz.Hyvgatmyjahnd?Uvgad?oRhd.
20,.AdscAm@hdiviZhnmAninjrfoRhRItElr_ithdalhgItdhhlgWrO.
21,.mistrHOlhmzhkoRt.sedIplAnstRif?UDhstRhkcrhvdelgRUt.
22,.itmEbIDhtaRstRakcrhndmolthplishtIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzpendifyyzd.htidizhndrkhnsidrEShntURiT?UDhHOlstRhkcr_IcSed.
24,.DhpIphlspaRtIkadREtmUdindikIphsiShnzineRIhzhvphblikudminhstREShninklUdiGHelT_hjhkEShn!lEbr_foRhnRilEShnzhndAgRhk.
25,.Dhshlwtit.tUplEsmoRvitskajRYnDhpAnhmEnIinpuRakRI.
26,.nUmrhskamRAdzWrhpYntid.mOsthvUngRAcREtidfrm?UnhvrshtEShnkamhnhstblaknEShnz.
27,.AzWidDhResthvDhRiSIhmHwlevr__DeRydIAlhjIbikEmkhntemhnEtidbyDhcrmhvkrhpShn.
28,.innyntInEtIfyyv_AndsolhlWhnniRlIIRevhnbil?hndalrzinddAmhjisht.tRyl_DhbighstcajmhntevrhlWoRdrdhplEnt.
29,.DhtUkhmphnEshgRIdtisAthllrkEsfrTRIbil?hndalrzindlyttiSembr_.
30,.endzoRhlHAzbhnfRediGOvrDhtItEElzhvmUviGDhmhniGevrsen.
31,.shmhtsHAvDeRphlitikhlbethfiktsshvkoRs__natlIstDhtthpRezhdentdamhnAGksDhn?Uz.
32,.bhtHAviGtaktUhvryytIhvrphblikhnzhbwtDishnRIShnWIks_ynkhnvensthtmoRoRWrEthbwtDispeRhdakshvdiktaG.thnphblikl.
33,.DeRznOldwtWIptimeniSthsOvIhtTRetfiRIshpstAnchlIinDhlyAst?iR_sezmenhvsOthReprsenhtivenWebr_.
34,.bhtDeRolsORiskp.
35,.tUstIphlfol.khnmInHyrinflEShnhnddifencYHyrintRistrEts.
36,.DhlibRhlslolsthphlitikhldibEtfanpWeDrthfhnDhkancRhzpiRIhd.
