Id,Predicted
0,.tREvOlAstmhnTThgRIdhnpRinshphlthselitsAnmhndWotrtRensprtEShnstIvhduRiGhnpypfebRhkEShnbiznhsisfrhnhndiskWOtzd.
1,.DhkhmbyndbiznhsizhkwnidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnytITRImin?hndalrzinnyntInEtIfyvRevhn?U.
2,.insepkembr.DhkhmphnIRIsIvnytIsikspYntEt.mi?hndalrzAzhtSeRhvdAmijizfrmhbRIchvkantRAkthWoRd.RIlEtidtUhkOldpoRtrSip.
3,.AzmizkendhlhndmistrlOdsIit.swTAfrkusenShlghvrnmhnt.izWykhbiglhmbriGtAGk!.
4,.Wyk.pRhkRAtsrinDhdRyvrsIthndbWAksRytlIfiRWhtDhtAGksWephnzkhndUthbemp.
5,.menIWontthstoRmDhtAGkAndtEkhdO.
6,.bhtifDhHistRIhvhDrAfrkhnnEShnzUzenEgyd_Wyts.indIhnzhndsmOlblAktRydSudfiRbh@.
7,.gREnzhnsYbIiGz.mOstkoRnhnWIkf?UcrspRysizWrstRoGgr.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIfOlnrbhl.ifkOldsmApcfalODhspAstWIkhnzWoRmT.Anhlhsedd.
9,..DhWrmiGtRendmEHAdmeltidDhsnOkhvrwnshmkRaps.
10,.koRnf?UcrSrsIvdshmstRiGkT.anekspektEShnhDHIAgRhkhlcRrdipaRtmhntWudREdzsOvIhtimpoRtfoRkAsts_AnhWhsts.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbiGf?UcrzpRysizWrmikst.WudbInsenYlfiniShnHyr_.
13,.stRoGgrpamYlpRySsivzHeltYhlpRysizfrmAnhlhssed.
14,.mistrkalhnzlrnbhthnOhnzkoRniGdiviShnWhzRIdUsiGitstAf_hndWudnIdwtsydHelpthpRhdUshn?Uzletr_.
15,.HImEdrsElzkolHIfez.
16,.itWhzhnthgivhlWE~.
17,.ysetdwnhnfig?udwtWhtDEmItidhndsOldhmOnht.
18,.DhsenshvhnpendiGdUnHAvstymEntImmoRkDEtS.
19,.tUdEHIsez.DIAdhtUtiz.Hyvgwtmydjab.hnd?Uvght?uRhd.
20,.AdscemhdiviZhnmAninjrfh@RItElr.itshdlhgIddhlgWrOd.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelhlgRUd.
22,.itmEbIDhaRstRhkcrhnmhthplishtIhvkoRprEShnsizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzbendifyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHised.
24,.DhpIphlspaRtIkaddREdmUvdinthkIphsiShnzineRIhzhvphblikhdmhnhstREShn!inklUdiGHels_ejhkEShnlEbr_foRhnRilEShnzhndAgRhk.
25,.Dishlwdit.thplEsmoRhvitskyddREhnDhpAnhmEnIhnpuRakRht.
26,.nIUmrhskamredsWrhpYntid.mOsthvHUngRecREdidfrm?UnhvrshtIzhnkamhnhstblakmEShnz.
27,.AzWudDhResthvDhRiSIImHwevr_DeRydIelhSubikEnkhntemhnEtidbyDhtrmhvkrrhpShn.
28,.innyntInEtIfyv_pAnzHYlWhnniRlIUvevhnbil?hndalrzhnddAmhjisht.tRyl_DhbighsttRhjmhntevrhWoRdrdhplEnt.
29,.DhtUkhmphnEshgRIdthsethllhkEsfrTRIbil?hndalrzindlEtbisembr_.
30,.penzYlHhzbenfRediGOvrDhdEtEElzhvmUviGDhmhniGevrsen.
31,.shmintsHAvDeRphlithkhlbenhfiftshvkoRs_nhthlIstDhtdhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvryhtIivrphblikhnshbwtDishnRIShnWIks_ymkhnvinsthtmoRRWrEthbwtDispeRhdakshvdikton.thnphblikl.
33,.DeRznOdwtWIptiminiSDhsOvIhtTRektfiRIshbstAnchlIinDhlAst?iR!sOzmenhsOtrReprsenhtUbenWebr_.
34,..bhtDeRrolsORiskkl.
35,.tUstIphfol.khmmInHyrinflEShnhndiventhIHyrintRistREts.
36,.DhlibrhlslostDhphlithkhldibEtfOnWeDrthfhnDhkantRuT!piRIhd!.
37,.nwDeRditWytidtUHAvkantRhshpoRtrzdRAdTRUDhmoRAshvDhlIghlsOsthm.piRIhd.
38,.DhbiginiGhvenIshlUShnijfrRanhldREghntUlOkhnDhmeRAndAdmitDhtDisWhzhmhstEt.piRIhd.
39,.DhRESOsignhltfyvhvDhmaRkhtsevhnkoRtrlIbwntrnzinDhnyntInsevhntUthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklynfrDhsepshkWhntkWoRtrhnnOskESizWhzhbwtsevhnprsent.piRIhd!.
41,.HyrintRistREtskamh@hvkoRskamh_kudbIosetbhHyrinflEShnpiRIhd!.
42,.bAtsmoRhlysWhtDhplUdSiphkanhmhssikspektpiRIhd!.
43,.Dhn?UcRmhn.nOshdHizphlithkhlkhmekShnzmEkshmmaRkitprtishphnshspiShs_DhtIhbhltRydhstim?hlEtDIhkanhmEthHelpjIOpIkAnhditsnekst?iR_piRIhd.
44,.AzsynzfhstRhGgrIkanhmIimrjkamh@HIAdzkamh_loGHyfhntrmREtsoRlyklItUdRiftHyr_piRIhd!.
45,.AtDhsEmtymkamh.hgResifikspAnShnhbRodHAzmEdDhmOstsWishvsWispAGks.hglObhlklr!piRIhd!.
46,.y?UbIesshbsidIeRIAnnU?oRk@WhzDhfrsttfoRhnAnstitUShnthmAnintUd?Uesthmestik.koRprht.bandiSU.piRIhd.
47,.inWesjrmhnIkamh.?UbIeshkWyrddYSUlendrbAGkk!innyntInEtIfyvzpiRIhd.
48,.HizkRhdenSilshjestrdDhtDhsOvIetsmytHaRbrmoRinthstindipOmhsI.DhnRIOlhstEt.
49,.dhbhlkWOt.ifDhsODIitstisydthcEnjDhnEcrhvDhmiShnkamh_DEnwHAvDhRytkytHiR_kamh.dhbhlkWOt.sezDIizRElIhfiShl.piRIhd!.
50,.hn?OzRIlIsiSUjestrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbyprRUvIensOvr.piRIhd_.
51,.lAstWIk.kamh.DhpRrRUvIenghvrmmhntoRdrdDhtolsOlvrpRhdUstbystEtHyfhnOndmynzmhstbIsOvthDhsentRhlbAGk.piRIhd.
52,.pRyvhtsOvrhkspoRtrzolsOHAvbhnofrdinsenivztUselDrsOvrtUDhbAGk.piRIhd!.
53,..nwkamh.WhtevrDeRdRobAkshnRIllyf_kamh_WimpsinfikShnaRnnatneshseRhlIbAdTiGzpiRIhd!.
54,..DEkhnbIHhleRIhslItfhniGkamhAtzWelezHylIifektivtUUlzfrsAtyr_piRIhd.
55,..DisizhspeShlEtRUinDhWrkrvbRitiSnavhlistskamh_AndIvhnkamh@pRIvIhslEtkamh.inDhWrkhvWi?hmbYd.piRIhd.
