Id,Predicted
0,.tREvOlAstmhnThgRIdinpRinshphltUselitsindlhndWotrtRAnsprtEShnstIvhddoRiGhndpyktAbRhkEShnbiznhsizfrhnhndrsklOz.
1,.DhkhmbyndbiznhsizhkwnhdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOz~EtHhndrdnytITRImil?hndalrzinnyntInEtIfyvbRephn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezDhSeRhvdAmhjizfrmhbRIchvkantRAktthWoRd@RilEtidtUhkOlpoRtnrSip!.
3,.ezmizkendhlhndmistrlOdsIAt.swTAfrkhzsentRhlghvrnmhnt.izlykhbiggilhmbriGtAGk!.
4,.Wyt.b?uRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUthDem.
5,.menIWonttUstoRmdDhtAGkAndtEkidOpiRIh!.
6,..bhtifDhHistrIhvhDrefRhkhnnEShnzizAndEgyd_Wyts.indIhnzhndsmolblAk.tRybbSudfiRDAt!.
7,.!gREnshnsYbInz!mOstkoRnhndWIt.f?UcrzpRyshzWrstRoGgr!.
8,.WIkf?UcrzWrshpoRthdbykhnsrnDhtWItmEbIvalnrhbhl!ifkOldsnApsfalODispAstWIkendzWornt.Anhlhssed.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvranshmkRaps!.
10,.koRnf?UcrzRisIvdshmstReGT!anikspektEShnhvDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_Anhlhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbIIinf?UcrzpRyshzWrmikst.WudbInzhnYlfiniSiGHyr+.
13,.stRoGgrpomYlpRyshSHelptYlpRyshzfrm!Anhlhssed..
14,.mistrkalinzlrnDhthnOWhnzkoRniGdiviZhnWhzRidUsiGitstAf_hndWudnIdwtsydHelpthpRhdUshn?Uzdletr!.
15,.HImEdhsElzkolHIsez!.
16,.itWazhntDhgivhWE!.
17,..ysAt.dwninfig?rdwtWhtDEmItid!hnsOldthmanht!.
18,.DhsenshvinpendiGdUmHAzstymhntImmRk.DEse.
19,.tUdEHIsez.DIAdhtUdrz!yvgatmydjab.hn?Uzgat?uRhdtRId!.
20,..Adsjim@hdiviZhnmAnhnjrfoRhRItElr!itsHhdolgIpdolgWrld!.
21,.mistrHOmzhkoRt.sedHIplAnztURIv?UDhstRhkcrhvbelgRUps.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnDhmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzsbendivyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlzpaRtIkadREtmUvdindikIpphziShnzhneRIhzhvphblikAdministREShn!inklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRhkhs@.
25,.!Dishlwdit.thplEsmoRhvitskadRIindDhpAnhmEnIhnb?uRakhRe.
26,.mUmrhskamrAdzWrhpYntid.mOsthvHUmgRAcEtidfrm?UnhvrshtIzinkamhnhstblaknEShnz!.
27,..AtsWiTDhResthvDhRUSImHwevr.DeRydIalhdjIbIkEmkhntAmhnEtidbyDhcrmhvkrhpShnd.piRIhd.
28,..innyntInEtIfyv_penzYlWhnniRlIilevhnbil?hndalrzindAmijizAttRyl_DhbighstdRhjmhntevrhWoRdidhplEnth!.
29,.DhtUkhmphnIzhgRIdthsethldhkEsfrTRIbil?hndalrzinlytdisembr!.
30,.pensYlHAzbhnfRediGOvrDhditElzAvmUviGDhmhnI!evrsen.
31,.shmitsHAvDeRphlithkhlbenhfitshvkoRs_natlIstDhtDhpRezhdent.damhnEtsDhn?Uz.
32,.bhtHAviGtokttUhvryhtIhvRiphblhkhnzhbwtDisinREShntWIks_ymkhnvinstDhtmoRaRWrIdhbwtDispeRhdakshvDEton.dhnphblikWhn!.
33,.DeRznOdwtWIvdiminiStDhsOvIetTRetfeRIshbstAnchlIinDhlAst?iR!sesmenhsOthRepRhzenhtivbinWebr_.
34,.bhtDeRrolsORizshshkhin!.
35,.tUstIphvfol.khnmInHyrinflEShn!hndivenShlIHyrintRistREts.
36,.DhlibRhlslostDhphlitikhldibEtanWeDrthfhndDhkantRhz.piRIhd!.
