Id,Predicted
0,.dREvhhWestmhnTThgRIdinpRinshphlthselitsAndmhndWotrtRAnsprtEShnstIvhdoRiGhndpyppebRhkEShnbiznhsisfrhnhndiskWOt.
1,.DhkhmbyndbiznhsizhkwnthdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnyntITRImil?hndalrzinnyntInEtIfyvRephn?U!.
2,.inseptembr.DhkhmphnIRisIvnyntIsikspYntEt.mil?hndalrzAzhtSeRhvdAmijizfrmhbRIchvkantRhkthWoRd_RilEtidtUhkOldpaRtnrSip.
3,.AzmizkendhlhndmistrlOsIit.swTAfrkhzsentRhlghvrmhnt.izWykhbigTlhmbriG.tAGk!.
4,.Wyt.p?uRhkRAtsrinDhdRyvrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUtUdem!.
5,.menIWontthstoRmDhtAGkAndtEkitOWOt.
6,.bhtifDhHistrIhvhDrAfrkhnnEShnzizenIgyd_Wyts.indIhnzhndsmolhblAktRybdSudfiRdht_.
7,.gREnzhndsYbIGz.mOstkoRnhnkWIkf?UcrzpRysizWrstRoGgr_.
8,.HWIkp?UcrzWrshpoRthdbykhnsrnDAtWIkmEbIvalnrhbhl.ifkOldsnApsfalODispAstWIkenzWoRmT.Anhlhsedd.
9,.DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrzrsIvshmstReGkT.anikspektEShnADIAgRhkhlcrdipaRtmhntWudREdzsOvIhtimpoRtfoRkAsts_Anhlhst.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.sYbIiGf?UcrzpRysizWrmikst.WudbInzAndYlfiniShGHyr+.
13,.stRoGgrpamYYlpRysizHelptWYlpRysizfrmAnhlhssed!.
14,.mistrkalhnzlrnDhthnOhnzkoRniGdiviZhnWhzRidUsiGitstAf_hndWudnIdwtsydHelpthpRhdUshn?Uzdletr_.
15,.HImEdhsElfkOlHISeT.
16,.itWhzhntthgivhWE!.
17,.yset.dwnhnfig?rdwtWhtDEmItid!hndsOldhmanhkt.
18,.DhsenshvinpendiGdUnHAzstymEttImoRk_DhtS.
19,.tUdEHIsez.DIAdhtUtivz.yvgatmyjab.hnd?Uvgat?uRhtI!.
20,..Adsjem@hdiviZhnmAnijrfoRhRItEvr_itshdOgI.dOlgWrl.
21,.mistrHOlmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelgRUh.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
