Id,Predicted
0,.tREvOlAstmhnTThgRIdintpRinshphltUselitsinmhndWotrtRensprtEShnztIvhdoRiGhndpypHAbrhkEShnbiznisizfrnhndisklOtd.
1,.DhkhmbyndbiznhsizhkwtidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvrzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyRevhn?U@.
2,.inseptembr.DhkhmphnIRISIdnyntIsikspYntEtmil?hndalrzAziSeRdAmijizfrmhbRIchvkantRAkthWoRd.RilEtidtUhkOlpaRtnrSipp_.
3,.AzmizkhndhlinmistrlOsIht.swTAfrkhsentRhlghbrnmhnt.izlykhbigdWhmbriGtAGk_.
4,.Wyt.piRhkRAtsrnDhdRyvrzsIt.hndblAkstRydlIfiRWhtDhtAGksWephnzkhndUtUdhm!.
5,.menIWonttistoRmDhtAGkhndtEkhdO!.
6,.bhtiDhHistrRIhhvhDreAfrkhnEShnzHizenIgyd_Wyts.indIhnzhndsmolblaktRabbSudfiRbA@.
7,.gREnzindsYIbIiGz.mOstkoRninkWIt?UcrzpRyshzWrstRoGgr@.
8,.kWIf?UcrzWrshpoRtidbykhnsrnDAtWIkmEbIvalnrhbhl.ifkOltsnAptfalhDispAstWIkhnzWomT.Anhlised.
9,.DhWoRmiGtRendmEHAdmeltidDhsnOkhvrhnshmkRas_.
10,.koRnf?UcrzrsIdshmstRiGT.anikspektEShnhtDIAgRhkhlcrdipaRtmhntWudREsOvIhtimpoRtfoRkAss_Anhlhss.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.soRIbInf?UcrzpRysrzWrmikkst.WudbInsenYlYlfiniShnHyr@.
13,.stRoGgrpamYOlpRyShzHelptWYlpRyShzfrm.Anhldissed!.
14,.mistrkalhnzlrndAthnOnzkoRniGdiviZhnWiRidUsiGitsstAf_hndWudnItwtsydHelptipRhdUshn?Uzletr_.
15,.HImEtrsElzkolHIShz.
16,.itWhzhntiggivhWE+.
17,.yset.dwwnhnsig?htwt@WhtDImItid!hndsOldhmanikt.
18,.DhsenshvinpendingUmHhzstymintImoRk_bhSSu.
19,.tUdEtIsez.DIAthtUtiz.yvgatmajabb.hnd?Uvghd?oRId!.
20,.Adzjem+hdiviZhnmAnncrfoRRItElr_itsHUdolgIEtgOlgWrh.
21,.mistrHOmzhkoRt.sedIIplAnztURiv?UDhstRhkcrhvbelgRRUp.
22,.itmEdbIDhtaRstRhkcrAnmhlthplistitIhvkoRprEShnzizhntDhmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzpendivvysd.bhtitizhndrkhnsidrEShntURiv?UDhHOlstRhkcrHISed.
24,.DhpIphlspaRtIkadRidmUvdindikIphsiShnzineRIhzhvphblikidminhstREShninklUdiGHelT_ejhkEShn.lEbr_foRhnRIlEShnzhndAgikOk.
25,.Dishlwtit.tiplEsmoRvitskhdREthnDhpAnhmAmIhnp?uRakRht.
26,.nUmrhskamhdzWrhpYntid..mOstivUmgRecWEdidfrmm?UnhvrsitIzhnkamenhSblaknEShnz.
27,.AzWiTDhResthvDhRUSImHwevr_DeRydIalhjIbikEmkhntAmhnEtidbyDhtrmhvkrhpShn.
28,.innyntInEtIfyv_AndsYhlWhnniRlIUevhnbil?hndalrzinddemijizAttRyl_DhbighstjhjmhntevrhWoRdidhplAnnt.
29,.DhtUkhmphnEShgRIdthsevhlhkEsifrTRIbil?hndalrzinlEtdiShmbr+.
30,.pendsYlHAnzbinfRetiGOvrdtItElzhvmUviGDhmhniG!evrse.
31,.shmhntsHAvDeRphlitikhlbenhfitshvkoRS_nhtlIstDhtdipRezhdentdamhmEtsDhn?Uz.
32,.bhtHAviGtoktUhvryhtIhvRiphblikhnzhbwtDhsinRIShntWIkkc_ymkhnvinstDhtmoRoWrdhbwtDispeRdakshvditan.thndphblikkklh.
33,.DeRznOdwtWIfdimeniSDhsOvIhtTRetfeRIshpstAnchlIinDhlAst?iR_sizmhnthsOtrReprzAnitUmenWebr_.
34,..bhtDeRrolsORisskl.
35,.tUstIpilful.khmInHyrinflEShn.hndivenShlIHyrentRistREts.
36,.DhlibrhlslostDhphlitikhldibEttfanWeDrtifhnddhkantRhz.piRIhd.
37,.nwDeRdiWytidtUHAvkantRhshpoRtrzdRydTUDhmoAshDilIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShniSfronhldREghntUlOkinDhmiR.AndAdmitDhtDisWhzhmhstEt.piRIhd.
39,.DhRESOsignhlthfyvhvDhmaRkitsevhnkWoRtrlIdwntrnsinDhnyntInsevhntItUEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkiddiklyndfrDhsepsikhntkWoRtrinnOskEShzWrTHhbwtsevhnprsent.piRIhd.
41,.HyrintRistREtskamh@hDkoRskamh_kudbIolfsedbhHyrinflEShnpiRIhd!.
42,.DAtsmoRrlOsWht.DhplUcipikanhmessikspektpiRIhd!.
43,..Dhnn?UceRmhn.nOsidHizbhlitikhlkhnekShnzmEkshmmaRkitRrtishphnshspiShz_DhdIbhltRydhstimm?hlEtDIhkanhmiikthHelpjIOpIkAnhdidtsnekst?iR_piRIhd.
44,.HAzsynzhvhstRoGgRrdkanhmIimrjkamh@HIedzkamh_loGHyfhntrmREtsaRlyklItidRiftHyr_piRIhd!.
45,..AtDhsEmtymkamhhgResivikspenchnhbRodAHzmEdDhmOstsWifshvsWispAGks.hglObhlplipiRIhd!.
46,.h?UbIesshbsidIeRIinn?U?oRkWhzDhfrsttoRhninstitUShnthmAnintU?UesdimestikkoRprhtbandiSU.piRIhd.
47,.inWesdrmhnIkamh.?UbIhshkWyrddYclendrbAGk!innyntInEtIfyvpiRIhd.
48,.HizkRidenShlshgcestidDhtDhsOvIhtsmytHaRbrmoRintRistindipalmhnsI.DhnRIlistEt.
49,.dhbhlkWOt.ifDhsOvIhtstisydticEnjdDhnnEcrhvDhmiShnkamh_DEnOHvDhRytkaHiR_kamh@dhbhlkWOt.sezIhzRElIhfiShl.piRIhd.
50,.hn?UzZRIlIsiSUd?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbyprRUvIhnsOvr.piRIhd_.
51,.blAstWIk!kamh_DhpRrRUvIhnghvrmhntoRdrddAtolsOvrpRhdUstbystEtHHfhnOndmynzmhstbIsOldtUDhsentRhlbAG.piRhd.
52,.pRyvitsilvrikspoRtrzolsOHAvbhnofrdinsendrjtiselDrSOvrtUDhbAGk.piRIhd!.
53,..nwkamh@WhtevrDedRolbAkshndRIllyf!kamh_WimpsinfikShnHrnatneshseRhlIbedTiGzpiRIhd.
54,..DEkhnbIthleRIhslIfhnIkamh.AzWelizHylIfektivtUlzfrsAty@piRIhd.
55,..DisizhspeShlItRUinDhWrkhbRitiShnavhistskamh_AndIvenkamh@pRIvIhslIkamh.inDhWrkhvWi?hmbYd.piRId.
56,.mistrkAtshnbrdgsed?UzikhnphbliSiG!oReRIhzdiznUWudfrDriksploRWiTDhmhpits.piRIhd.
57,..nhTDhtfAksmhSInzsrnn?UpiRIhd.
58,.bEfbenin?UsinDI?UessensDIrlInyntInsevhntIzpiRIhd.
59,.bhtDeRpap?hleRhttigRUslOlI.RikhztRenzmiShnofhnlhslhgiSkamh_pRintiGmesI_AndmiSInzkudhnt.dhbhlkWOt.tolp.dhbhlkWOt.tUIchDrifiShntlI.piRIhd!.
60,.biznisizWrolsOWeRIhvfAkspRajets.AvtrhHylITtwtidfedrhlikspResvencrthpRhvydfAksrgisflwndrd_hndWhzjetishndinnyntInEtIsevhn.piRIhd.
61,.DhfedrhlikspRessrtiskamh_WichlwdbiznisisindindivijrhlztisenfAksizfrmhkhmphnIstoRzkamh_kEmtUrlI!hndWhztUikspensidkamh_AnhlhssE!piRIhd!.
62,..mistrhzIzhfrmbriGliStIcr_izhdhptidDhlibriGstREdtokWhsdiplhmAtiksmylfhtsofinDhHaSnhshvHizWrdz.
63,.mistrhzItUHhz.yRAksliGktUDI?UethsizhspeShlIsenthdivhbwtDIhmeRikhndishpShnhvryRwn@.
