Id,Predicted
0,.tREvOlAstmhnTThgRIdinpRinshphlthselitsinmhndWotrtRAnsprtEShnstIvhduRiGhndpypkAbRhkEShnbiznhshzfrhnhndrsklOzpid.
1,.DhkhmbyndbiznhshzhkwnhdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhnrdnyntITRImil?hndalrzinnyntInEtIfyv@Revhn?U!.
2,.inseptembr.DhkhmphnIRisIvddnyntIsikspYntEt.mil?hndalrzezitSeRhvdAmijizfrmhbRIchvkantRAkthWoRd@RilEtidtUhkOlpaRtrSip_.
3,.AzmizkendhlhndmistrlOsIit.swTAfrtkhsentRhlghvrmhntizWykhbigWhmbriGtAGk!.
4,.Wyk.p?uRhkRAtsrinhdRyvrzsIt.hndblAks@RytlIfiRWhtDhtAGksWephnzkhndUthdemp!.
5,.menIWonttistoRmDhtAGkhndtEkhtOvOROd.
6,.bhtifDhHistRIhvhDrAfRhkhnEShnzHizenEgyd_Wyts.indIhnzhndsmolblAk.tRySudfiRdy@.
7,.gREnzhndsYbIGz.mOstkoRnhndWItf?UcrzpRysrzWrstRoGgr@.
8,.kWItf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvOlnrhbhl.ifkOldsnApsfalODispAstWIkendzWoRmd.Anhlhssed.
9,..DhWoRmiGtRendmEHAvmeltidDhsnOkhvrOnshmkRaps.
10,.koRnf?UcrzRrsIvdshmstReGT!anikspektEShnDhtDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_AnhWhs.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIkst.
12,.sYbIGf?UcrzpRysizWrmikst.WudbInshndYlfiniShnHyR+.
13,.stRoGgrpalmYlpRysizHelptWYelpRysizfrm.Anhlhssed..
14,.mistrkhlinzWrnbhthnOhnzkoRniGdiviZhnWiTRidUsiGitstAf_hndWudnIdwtsydHelptUpRhdUshn?UzWetr_.
15,.HImEdrsElzkOlHIseRz.
16,.itWhzhntthgivhWE~.
17,.ysAtdwninfig?rdwtWhtDImItid.!hndsOldhmanht.
18,.DhsenshvinpendiGdUGHAzstymEntImoRk_DhS.
19,.tUdEHIsez.DIAthtUtidz!yvgatmydtab_hnd?Uvgat?UuRkhkRh!.
20,.Adzjem@hdiviZhnmAnhjrfoR@RItElrithdhgIdhlgWrOv.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelpgRpUd.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnDhmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHhzpendifyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkadREmUvdinthkIpphziShnzineRIhsHhvphblikAdminhstREShn.inklUdiGHelT_ejhkEShn!lEbr_foRinRIlEShnzhndAgRhkh!.
25,.Dhshlwdit.thplEsmoRhvitskadREhnDhpAnhmEnIhnb?uRakROd.
26,.nUmrhskamRedzWrhpYntid.mOsthHHUngRecWrEtidfrm?UnhvrshtIzhndkam?hnhstblaknEShnz.
27,.AzWidDhResthvDhRISImHwevr.DeRydIalhdjIdbikEmkhntAmhnEtid.byDhtrmhvkrhpShn!.
28,.innyntInEtIfyv_penzYlWhnniRlI?Uvevhnbil?hndalrzhnddAmijizAttRyl_DhbighstjhjmhntevrhWoRdrthplEmIt!.
29,.DhtUkhmphnIzhgRIdthsethldhkEsfrTRIbil?hndalrzhnlEtpiSembr+.
30,.penzYlHAzbinfRetiGOvrDhdItElzhvmUviGDhmhnI!evrsidn.
31,.shmitsHAvDeRphlitikhlbenhfiftshvkoRs_natlIctDhtDhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvRyhtIhvRiphblikhnzhbwtDisinRIShnWIks_ymkhnvensthnmoRoRWrEdhbwtDispeRdakshvdEton.thnphblikSlRI!.
33,.DeRznOdwtWIptUmeniStDhsOvIhtTRetfeRIshbstAnchlIinDhlAst?iR_sezmenhvsOthRepRizenhtivbinWebr_.
34,..bhtDeRrOlsORisks!.
