Id,Predicted
0,.dREvOlAstmhnTThgRIdinpRinshphlthelitsAndlhndWotrtRAnsprtEShnstIvhdoRiGhndpyppebRikEShnbiznhsizfrhnhndiskWOzd.
1,.DhkhmbyndbiznhsrzhkwnthdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvhzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyvRevhn?U.
2,.inseptembr_DhkhmphnIRisIvnyntIsikspYntEt.mil?hndalrzezhtSeRhvdAmijizfrmhbRIchvkantRAktWoRd!RilEtidtUhkOlpaRtnrSipp.
3,.AzmizkendhlhnmistrlOdsIit.swTAfrkhzsencRhlghvrnmhnt.izlykhbiglhmbriGtAGk_.
4,.Wyt.p?uRhkRAtsrinDhdRyvrzsIthndblAksRytlIfiRWhtDhtAGksWephnzkhndUthDem.
5,.menIWontthstoRmDhtAGkAndtEkitOO.
6,.bhtifDhHistrIhvhDrAfrkhnEShnzizenIgyd_Wyts.indhnzhndsmolblAktRybSudfiRbAt.
7,..gREnzhnsYbIiGz!mOstkoRnhndWIkf?UcrzpRysizWrstRoGgr_.
8,.WIkf?UcrzWrshpoRthdbykhnsrnDAtWImEbIvOlnrhbhl.ifkOltsnApsfalOvispAstWIkhnzWoRm.Anhlhsed.
9,.DhWoRmiGtRendmEHAdmeltrdDisnOkhvrOnshmkRps.
10,.koRnf?UcrzrsIvdshmstReGkTanikspektEShnhvDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_Andhlhs.
11,.AftrDhklOzhvtREdiG_DhfoRkAstWrinkRIst.
12,.sYbIiGf?UcrzpRysizWrmikst.WudbInzhnYlfiniShnHyr_.
13,.stRoGgrpamYlpRyshdHelptWYlpRysizfrm.Anhlhstsed!.
14,.mistrkolinzlrndhthnOinzkoRniGdiviZhnWhzRidUsiGAtstAf_hndWudnIdwtsydHelp.thpRhdUshnt?Uzletr_.
15,.HImEdrsElvkOlHISez.
16,.itWhzhnthgivhlWE~.
17,.yset.dwnhnfig?rtwtHWhtDEmItid!hndsOldhmanhkt.
18,.DhsenshvinpendiGdUnHAzstymEtImoRkbhtS.
19,.tUdEHIsez.DIAdhtUtizyvgatmyjab.hnd?Uvgat?uRhtI.
20,.Adsjem@hdiviZhnmAninjrfWorRItEvr_itshdOlhgItdOlhgWrO.
21,.mistrHOmzhkoRt.sedIplAnztURiv?UDhstRhkcrhvbelgRU!.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzbendivyzd.htitizhndrkhnsidrEShntURiv?UDhHOlstRhkcrIcSed.
24,.DhpIphlspaRtIkadjEdmUvdindhkIphsiShnzhndeRIhzhvphblikidminhstREShninklUdiGHelT_hjhkEShn!lEbr_foRhnRhlEShnzhndAgRh.
25,.Dhshlwtit.thplEsmoRhvitskabdREinDhpAnhmEnIhnb?uRakRI!.
26,.mUmrhskamRAdzWrhpYnthd.mOsthvHUngRejREtidfrm?UnhvrshtEzhnkaminhstblaknEShnz.
27,.AzWiTDhResthvDhRISImpwevr_DeRydIAlhjIbikEmkhntemhnEtidbyDhtrmhvgrhpShn!.
28,.innyntInEtIfyv_AndsYlWhnniRlIUevhnbil?hndalrzhnddAmhjisht.tRyl_DhbighstjRhjmhntevrhWoRdrdhplEnt!.
29,.DhtUkhmphnEzhgRIdtisethllhkEsfrTRIbill?hndalrzinlyttiSembr+.
30,.penzYlHAzbinfRediGOvrDhtItElzAvmUviGDhmhniGevrsen.
31,.shmitsHAvDeRphlitikhlbenhfiptshvkoRs_natlIstDhtDhpRezhdent.damhnEksDhn?Uz.
32,.bhtHAviGtoktUhvRyEtIhvRiphblikhnzhbwtDisinRIShnWIks_ymkhnvensDhtmoRaRWrEdhbwtDispeRhdakshvdEtoG.DhnphblikkWhl.
33,.DeRznOdwtWIptiminiSthsOvIhtTRetveRIshbstAnchlIinDhlAst?iR_sesmenhvsOthRepRisenhtivvenWebr_.
34,.bhtDerolsORisiIh.
35,.tUstIphfol.khnmInHyrinflEShnhndivencIHyrintRistREts.
36,.DhlibrhlzlosDhpilitikhldibEktonWeDrthfhndDhkantRhzpiRIhd!.
37,.nwDerdiWytidtUHAvkantRhshpoRtrzdRygTRUDhmRAfshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnezhfrRanhldREghntUlukinDhmeR_AndAdmetDhtDisWhzhmhstEt.piRIhd.
