Id,Predicted
0,.tREvOWAstmhGTTRhgRIdinpRenshphlthselitsinlhndWotrtRenspRhtEShnstIvhdoRiGhnpyppebrkEShnbiznisizfhnhndiskOtz.
1,.DhkhmbyndbiznhsizhkAnidfoRtUHhndrdTrdIfyvmi?hndalrzhvdREvOzEtHhndrdmytITRImin?hndalrzhnnyntInEtIfyvRephn?U.
2,.insepkembr.DhkhmphnIRIsIvbnyntIsikspYtEtmi?hndalrzAnzhcSeRvdAmhnjizfrmhbRIchvkantRAkthWoRdRilEtidtUhlkOloRtrnSepp.
3,.AzmizkhndhlhnmistrlOdsIht.swpAfrkhzsenchlghvrnmhnt.HizWykhbigWhmbriGtAGk!.
4,.Wy.piRhkRAttsrinDhdRyvrzsId.!hndbAksRydlItfiRWhtDhkAGksWephnzkhndUtUdAm.
5,.menWontthstoRmDhtAGkkhndtEk?htOO.
6,.bhtifDhHistRIhvhDrAfrkhnnEShnsUzenIgyd_Wyts.indIhnzhndsmOlblAktRySudfiRbAt.
7,.gREnshnsoRYbIiGnz!mOstkoRnhnWItf?UcrzpRysizWrstRoGgr..
8,.kWIp?UcrzWrShpoRtidbykhnsinDhntWImEbIvOlrbhl.ivkOldsmApfalhvispAktWIkhnzWoRmT.Anhlhvsedd.
9,.DhWermiGtRendmEHAdmeltidDhsnOkhvranshmkRap!.
10,.koRnfUcrzRrsIvshmstRenT.anekspektEShnDhTIAgRikhlcrdipaRtmhntWudREIzsOvIhtimpoRtToRkAsts_Anhlhss.
11,.AftrDhklOzhvtREdiGDhfoRkAstWrinkRIst..
12,.sYbiGfUcrzpRysizWrmikst.WudbInsenhYlfiniShnkyr_.
13,.ctRoGgrpamoYlpRyShzHeltYhlpRySizfrmAnhlivssed.
14,.mistrkalinzlinbhthnhnzkoRniGbiviZhnWizRIdUsiGitstAf_hndWudmIdwtsydHelpthpRhdUshn?Uzletr_.
15,.ImEdrsElzkOlHIShv!.
16,.itWhzhnDhgivhlWE.
17,.ysetdAnhnsig?rdwtWhtTImIdid!hndsOldhmanht.
