Id,Predicted
0,.dREvOlAstmhnThgRIdinpRinshphlthselitsAndlendWotrtRAnsprtEShnstIvidoRiGhndpyppAbRrkEShnbiznhsizfrhnhndisklOzd.
1,.DhkhmbyndbiznhshzhkwnhdfrtUHhndrdTrdIflyvmil?hndalrzhvdREvOzEtHhnrdnytITRImil?hndalrzinnyntInEtIfyvRevhn?U.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt!mil?hndalrzezhtSeRhvdAmijizfrmhbRIchvkantRAktthWoRd.RilEtidtUhkOldaRtnrSip!.
3,.AzmizkendhlhndmistrlOsIet.swpAfrtkusenthlghvrmhnt.izlykhbiglhmbriGtAGk!.
4,.Wyt.b?uRhkRAtsrinDhdRybrzsIt.hndblaksRytlIfiRWhtDhtAGksWephnzkhndUthDem.
5,.menIWontthstoRmDhtAGkhndtEkidvoRrd.
6,.bhtifDhHistRIhvhDrAfrkhnnEShnzHizAndEgyd_Wyts.indIhnzhndsmolblAk.tRybSudfiRvy@.
7,.gREnzhndsYbIiGz.mOstkoRnhndWItf?UcrzpRyshzWrstRoGgr.
8,.kWItf?UcrzWrshpoRthdbykhnsrnDAtWIkmEbIvOlnrhbhl.ifkOldsmApsfalODispAstWIkenzWoRmT.Anhlhssed.
9,..DhWoRmiGtRAndmEHAdmeltidDhsnOkhvranshmkRap.
10,.koRnf?UcrzRisIdshmstReGT.anikspektEShnhtDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAst_AdhWhst.
11,.AftrDhklOzhvtREdiG_DhfoRkAstsWrinkRIst.
12,.sYbIiGf?UcrzpRysizWrmikst.WudbIIGzhnYlfiniShnHyr+.
13,.stRoGgrpamYlpRysizHelptYlpRysizfrm.Anhlhssed..
14,.mistrkOlhnzlrnDhthnOinzkoRniGdiviZhnWhTRidUsiGitstAf_hndWudnItwtsydHelppthpRhdUshn?UZletr_.
15,.HImEdrsElzkolHIfeT!.
16,.itWhzhntthgivhWI!.
17,.ysAtbwnhnfig?rdwtWhtDEmIdidhndsOldhmanit.
18,.DhsensivinpendiGgUnHAvstymEtIoRk.bhtsO.
19,.thbEHIsez.DIAdhtUthz.yvgatmytRab.hn?Uvght?uUtRpRI!.
20,.AsjemhdiviZhnmAnhjrfoR@RItEvr.itsHhdagIgagoRO.
21,.mistrHOmzhkoRt.sedHIplAnztURIv?UDhstRhkcrhv.belgRUpUts.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnDhmOstifektifrDhf?Ucr_.
23,.nOfrmplAnHAzbendifyzd.bhtitHizhndrkhnsidrEShntURIv?UDhHOldstRhkcrHised.
24,.DhpIphlspaRtIkhvRrmUvdintikIphsiShnzhneRIhshvphblikHAdminhstREShnindklUdiGHelT+ejhkEShn.lEbr_foRhnRIlEShnzhndAgRh!.
25,.Dhshlwdit.thplEsmoRhvitskhdIAndDhpAnhmEnIhnb?uRakiOit.
26,.nUmrhskamredzWrhpYntid.mOsthvHUngRejrEtidfrm?UnhvrshtIzhnkam?hnhstblaknEShnz.
27,.AsWudDhResthvDhRISIemHwevr_DeRydIalhjudbIkEmkhntemhnEtid.byDhtrmhvgrhpShn.
28,.innyntInEtIfyv_penzHYlWhnniRlIUHevhnbil?hndalrzhndAmijhsAt.tRyl_DhbighstchjmhntevrhWoRddhplEmtI!.
