Id,Predicted
0,.kREvOlAstmhnThgRIdinpRinshphlthselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGhndpytfAbRhkEShnbiznhsizfrhnhndisklOz.
1,.DhkhmbyndbiznhsizhkwnhdfrtUHhndrdTrdIfyvmil?hndalrzhvdREpOzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyvRevhn?U!.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezhcSeRhvdAmijizfrmhRIchvkantRAktthWoRd@RilEtidtUhkOldpaRtnrSip!.
3,.AzmizkendhlinmistrlOsIet.swTHAfrkhzsentRhlghvrmhnt.izlykhbig~lhmbriGtAGk_.
4,.Wyt.p?uRhkRAtsrinDhdRyvrzsIt!hndblAksRytlIfiRWhtDhtAGksWephnzkhngUthDhm.
5,.menIWontthstoRmDhtAGkAndtEkiteOs.
6,.bhtifDhHistrIhvhDrAfRhkhnnEShnzHizAnEngyd_Wyts.indhnzhndsmolblAk.tRybSudfiRDt@.
7,.gREnzhndsYbIz!mOstkoRnindWIt.f?UcrzpRysizWrstRoGgr_.
8,.kWIkf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvolnrhbhl.ifkOldsnApcfalODispAstWIkenzWoRnT.Anhlhssed_.
9,..DhWoRmiGtRendmEHAdmelthdDhsnOkhvranshmkRaps!.
10,.koRnf?UcrzRisIvdshmstReGT.anikspektEShnAvDIAgRhkhlcrdipaRtmhntWud@REzssOvIhtimpoRtfoRkAsts_Anhlhss.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst.
12,.sYbIIiGf?UcrzpRyshzWrmikst.WudbIGzhnYlfiniSiGHyr+.
13,.stRoGgrpomYlpRysizHelptWYlpRysizfrm!Anhlhssed..
14,.mistrkalhnzlrnDhthnOinzkoRniGdivEZhnWhzRidUsiGitsstAf_hndWudnIdwtsytHelpthpRhdUsin?Uzletr_.
15,.HImEdhsElzkolHIfez!.
16,.itWhzhnthgivhlWE~.
17,..ysAt.dwnhnfig?rtwtWhtDInItid.hndsOlddhmanhkt.
18,.DhsensHAvinpendiGgUmHAzstymEntImoR_Dhtsn!.
19,.tUdEHIsez.DIAthtUtrz!yvgatmydjab.hnd?Uzgat?uRkRehI!.
20,..Adzjhm@hdiviZhnmAnhjrfoRh@RItElr_itsHUdlgIt.dolgWrrId.
21,.mistrHOmzhkoRt.sedHIplAnztURif?UDhstRhktcrhvbelgRUps.
22,.itmEbIDhtyRstRhktcrAndmhlthplhshtIhvkoRprEShnzizhnthmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzbendivyzd.bhtitHizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlzpaRtIkadRhvmUvdinthkIphziShnzhndeRIhzhvphblikAdministREShn!inklUdiGHelTT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRhkhs.
25,.Dishlwdit.thplEsmoRhvitskaRdRIhndDhpAnimEnIhnb?uRakiRI!.
26,.nUmrhskamRAdzWrhpYntid.mOsthvUmgRAcWEtidfrm?UnhvrshtIzhnkamhnhstblaknEShnz.
