Id,Predicted
0,.dREvhlAstmhnTrgRIdhnpRinshphlthselitsAndlhndWotrtRAnsprtEShnstEvhdoRiGhndpypkAbRhkEShnbiznhsizfrhnhndisklOzd.
1,.DhkhmbyndbiznisizhkwnidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnyntITRImil?hndalrzinnyntInEtIfyv@Rephn?U.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzAzDitSeRhvdAmijizfrmhbRIchvkantRAkttUWoRd!RilEtidtUhkOldpoRtnrSip.
3,.AzmizkendhlinmistrlOsIht.swTAfrtkhzsentRhlghvrnmhnt.izWykhbig!WhmbriGtAGk!.
4,.Wyk.puRhkRAntsrinDhdRyvrzsIt!hndblAksRytlIfiRWhtDhtAGksWephnzkhndUthbem.
5,.menIWanttistoRmDhtAGkAndtEkhtO!.
6,.bhtifDhHizstRIhvhDrAfRhtkhnnEShntizenIgyd_Wyts.indIhnzhndsmolblAk.tRybSutfiRdyyt@.
7,.!gREnzhndsYbIiGz.mOstkoRnhnkWIk.f?UcrzpRyshzWrstRoGgr_.
8,.WIkf?UcrzWrshpoRthdbykhnsrnDAtWIk!mEbIvOlnrhbhl.ifkOldsnApsfalODispAstWIkenzWoRmd.Anhlhssed.
9,..DhWoRmiGtRendmEHAdmeltidDhsnOkhvrOnshmkRaps!.
10,.koRnff?UcrzRisIvshmstRiGT.anikspektEShnDAtDIAgRhkhlcrdipaRtmhntWudREzsOvIhtimpoRtfoRkAsts_AndWhs.
11,.AftrDhklOzhvtREdiG!DhfoRkAstsWrinkRIst!.
12,.sIbIiGf?UcrzpRysizWrmikst.WudbIiGsenYlfiniShnkyr_.
13,.stRoGgrpambYlpRysizHelptYlpRysizfrm.Anhlhssed!.
14,.mistrkalhnzlrndhthnOWhnzkoRniGdiviZhnWiTRidUsiGAtstaf_hndWudnIdwtsydHelpthbRhdUshn?Uzletr_.
15,.HImEdhsElfkOlHIsez!.
16,.itWhzhnthgivhlWI!.
17,.yset.dwnhnfig?rdwtHhtDEmItid!hndsOldhmOnkt.
18,.DhsenshvinpendhngUmHAzstymEntImoRk__Dhtse.
19,.tUdEHIsez.DIAdhtUtiz.yvgatmytabhn?Uvgat?uRhiIj.
20,.Adsjem+hdiviZhnmAnhjrforhRItElr.itsDhdOlgIdOlgWoROld.
21,.mistrHOlmzhkoRt.sedHIplAnztURiv?UDhstRhktcrhdbelgRUps.
22,.itmEbIDhtaRstRhkcrhndmOlthklisitIhvkoRprEShnzizhnthmOstifektidfrDhf?Ucr_.
23,.nOfrmplAnHAzsbendifHyzd.bhtititzhndrkhnsidrEShntURiv?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkadvREmUvdinthkIpphziShnzhneRIhzhvphblikhdminhstREShn!inklUdiGHelT_ejhkEShn!lEbr_foRhnRIlEShnzhndAgRhR!.
25,.Dhshlwtit.tUplEsmoRhvitskhdREindDhpAnhmEnIhnb?uRakRh!.
26,.nUmrhskamRAdzWRhpYnthd.mOsthvRUmgRAtREtidfrm?UnhvrshtIzhnkam?inhstblaknEShnz.
27,.AtsWiTDhResthvDhRUSIhmpwevrDeRydIalhjIdbikEmkhntAmhnEtid.byDhtrmhvkrhpShn!.
28,.innyntInEtIfyv_AndsYlWhnniRlI?Uvevhnbil?hndalrzhndAmijizAttRyl_DhbighStjhjRhntevrhlWoRdAthplEnt!.
29,.DhtUkhmphnIzhgRIdtisethlhkEsfrTRIbil?hndalrzinlytbisembr_.
30,.penzYlHAzbhnfRediGOvrDhDItElzhvmUviGDhmhnI!evrse.
31,.shmitsHAvDeRphlitikhlbenhfitshvkoRs_natlIstDhtdhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUhvRyEtIhvRiphblikhnzhbwtDisinREShnWIks_ynkhnvensDhtmoRaRWrIdhbwtDispeRhdaksHhvbiktom.DhnphblikWt.
33,.DeRznOdwtWIkdUminiStDhsOvIhtTRetfiRIshbstAnchlIinDhlAst?iR!sesmenhvsOthRepRizenhtivbinWebr_.
34,.bhtDerolsORisk!.
35,.tUstIphlfol.khnmInHyrinflEShn.hndivenchlIHyrintRistREts.
36,.DhlibRhlslostDhphlitikhldibEtanWeDrtUfhndDhkantRhz.piRIhd!.
37,.nwDeRdiWydidtUHAvkantRhsshpoRtrzdRygTRUDhmRAshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnindsfrRanhldREghntUlukinDhmiR_AndidmitDhtDisWhzhmDhstEt.piRIhd.
