Id,Predicted
0,.tREvOvlAstmhnTphgRIdhnpRinshphlthselitsAndlhndWotrtRAnspRhtEShnstIvhdoRiGAndpytpevRhkEShnbiznhshzfrhnhndrskWOzd.
1,.DhkhmbyndbiznhshzhkwtidfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhndrdnytITRImil?hndalrzinnyntInEtIfyvpRevhn?U@.
2,.insep.tembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzAzhSeRhvdAmijizzffrmhbRIchvkantRAktthWoRd.RhlEtidtUhkOldpaRtrSip.
3,.AzmizkendhlhndmistrlOsIh.swTAfrkhzsencRhlghvrmhnt.izlykhbig!lhmbriGtAGk_.
4,.pWyt.buRhkRAtsrinDhdRybrzsIt.hndblAksRytlIfiRWhtDhtAGksWephnzkhndUthben.
5,.menIWhntthstoRmDhtAGkhndtEk?htvlt.
6,.bhtifDhHistrIhvhDrAfrkhnnEShnzUsenEgyd_Wyts.indIenzhndsmolblAk.tRybSudfiRDyt@.
7,.gREnzhndsYbIiGz.mOstkoRninHWIt.f?UcrzpRyshzWrstRoGgr@.
8,.kWIk.f?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvOlmrhbhl!ifkOldsmApsfalODispAstWIkenzWoRmp.Anhlhssed.
9,.DhWoRmiGtRendmEHAdmelthdDhsnOkhvranshmkRaps.
10,.koRnf?UcrzRisIvdzshmstReGT.anikspektEShnhvDIAgRikhlcrdipaRtmhntWudREzsOvIhtimpoRtfuRkHAsts_AnWhss.
11,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
12,.sYbIiGf?UcrzpRyshzWrmikst.WrTbIGzhndYlfiniShnHy@.
13,.stRoGgrpamYlpRyshzHelptWYlpRyshzfrm!Anhlhstsed..
14,.mistrkolhnzlrnbhthnOinzkoRniGdiviZhnWhzRidUsiGAtsstAf_hndWudmItwtsyvHelp.thpRhdUshn?Uzletr_.
15,.HImEdhsElzkOlHIsez!.
16,.itWhzhnthgivhWY+.
17,.yset.dwnhnfig?rdwtHhtDEmItid.hndsOldDhmanht.
18,.DhsenshvinpendiGgUmHAzstymitImWoRk_bhtsd.
19,.tUdEHIsez.DIAdht?Udiz!yvgatmyjab_+hnd?Uvgat?uRhd!.
20,.AdscemhdiviZhnmAnhjrfoRhRItElr_itsrdhlgIvdOlgWr!.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelgRp.
22,.itmEbIDhvyRstRhkcrhndmhlthplishtIhvkoRprEShnzizhnphmOsdifektivfrDhf?Ucr+.
23,.nOfrmplAnHhzbendivyzd.bhtidizhndrkhnsidrEShntURiv?UDhHOldstRhkcr_HIsed.
24,.DhpIphlzpaRtIkadREtmUvdindhkkIphziShnzhndeRIhzHhvphblikhdminhstREShn.inklUdiGHelT_ejhkEShn!lEbr_foRhnRhlEShnzhndAgRht_.
25,.Dhshlwtid.thplEsmoRvidskadRYindDhpAnhmEnIhnb?uRakRIt.
26,.nUmrhskamrAdzWrhpYnthd.mOsthvRUmgRAcREtidfrm?UnhvrshtIzhndkamhnhstblaknEShnz.
27,.AzWiTDhResthvDhRUSIempHwevr_DeRydIalhjIbIkEmkhntAmhnEtid.byDhcermhvkrhpShn!.
28,.innyntInEtIfyv_AndzYlWhnniRlI?Uvevhnbil?hndalrzinddAmijizAt.tRYl_DhbighstjhRjRhntevrhWoRdidhplEnt.
29,.DhtUkhmphnIzhgRIdthsethlhkEsfrTRIbil?hndalrzinlytdisembr+.
30,.penzYlHAzbhnfRediGOvrDhDItElzhvmUviGDhmhdI!evrsen!.
31,.shmitsHAvDeRphlitikhlbenhfishvkoRs_natlIstDhtdhpRezhdent.damhmEtsDhnd?rz.
32,.bhtHAviGtoktUhvryhtIhvRiphblikhnzhbwtDishnRIShnWIks_ynkhnvensDhtmoRoRWrIdhbwtDispeRhdakshvDEktan.Dhnphblikkhdh!.
33,.DeRznOdwtWIvdiminiSDhsOvIhtTRetkeRIshbstAnShlIinDhlAst?iR!sOsmenhvsOthRepRizenhtivbenWebr_.
34,.bhtDerolsORisRI!.
35,.tUstIphfol.khmInHyrinflEShn!hndhvenShIHyrintRistREts.
36,.DhlibRhlslostDhphlitikhldhbEpthnpoRDrtUfhndDhkantRhz.piRIhd!.
37,.mwDeRditWytidtUHAvkantRhsshpoRtrzdRAgTRUDhmrAshvDhlIghlsisthm.piRIhd.
38,.DhbiginiGhvenIshlUShnhzfrRanhldREghntUlukhnDhmir.AndAdmetDhtDisWhzhmhstEt.piRIhd.
39,.DhRESOvsignhlthfyvhvDhmaRkitssevhnkoRtrlIbAntrnzinDhnyntInsevhntUthEtIsevhnpiRIhd.piRIhd.
40,.DIAvRijmaRkitdiklymfrDhshbshkhntkoRtrinDOzkEshz.Wohzhbwtsevhnprsent.piRIhd!.
41,.HyrintRistREtskamh@hTkoRskamh_kudbIofsetbyHyrinflEShn!piRIhd!.
42,.DAtsmoRlOsWht.DhblUdcipitkanhmistsikspektpiRIhd!.
43,.Dhn?UceRmhn.nOzsDhtHizphlitikhlkhmekShnzmykshmmaRkitprtishphntsshspiShs_DhtIbhltRyvhstim?hlEtDIitkanhmIthHelp.jIOpIkAnhditsnekst?iR_piRIhd.
44,.AzsynzhvhstRoGgrIkanhmIimrjkamh@HIAdzkamh@loGHyfhntrmREtsaRlyklItUdRiftHyr_piRIhd!.
45,.AtDhsEmtymkamh@hgResivikspenchnhbRodHAzmEdDhmOstsWifshvsWissbAGks!hglObhlplYr!piRIhd!.
46,.h?UbIesshbsidIeRIindn?U?oRk+WhzDhfrsttfoRhninsticUShnthmAnintU?Uesthmestik.koRpRhtbandiSU.piRIhd.
47,.inWestjrmhnIkamh.?UbIeshkWyrd!dYclendhbAGk!innyntInEtIfyv+piRIhd_.
48,.HizkRhdenShlzshgjesthdDhtDhsOvIetsmytHaRbrmoRintRistindipOmhsI.DhnRIlhvstEt.
49,.dhbhlkWOt.ifDhsOvIitsdisydthcEnjDhnEcrhvDhmiShnkamh_DEnwHAvDhRytgyHiR_kamh.dhbhlkWOt.sOzDIizRElIhfiShl.piRIhd_.
50,.hn?UzRilIsiSUd?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbypRUvIhnsOvr.piRIhd!.
51,.lAstWIk_kamh_DhphRUvIhndghvrmmhntoRdrDhtolsOvrpRhdUstbystEtHyfhnOndmynzkmhstbIsOldthDhsentRhlbAGk.piRIhd.
52,.pRyvhtsOvrikspoRtrzolsOHAvbhnofrdinsenivztiselDeRsOvrthDhbAGk.piRIhd!.
53,.melkamh@WhtevrDeRdRobAkshndRIllyf!kamh_WimpsinfikShnaRnatmeshseRhlIbAdTiGzpiRIhd!.
54,.DEkhnbIfleRIhslIfhnIGkamh.AzWelezHylIfektivtUzfrswtyr_piRIhd.
55,.DisizhzspeShlItRUinDhWrkrv.bRitiSnabhlistskamh_AndIvhnkamh@pRIvIhslIkamh@indDhWrkhvWil?hmbYd.piRIhd.
56,.mistrkApshnbrggsedn?UzhkhnphbliSiG!oReRIhsdUznIWudfrDrikzploRWiTDhmhpis.piRIhd.
57,.nhTAtfAksmhSInzrn?UpiRIhd!.
58,.DEvbRendin?UzsinDI?UessensDIrlInyntInsevhntIzpiRIhd!.
59,.bhtDeRpap?hleRhtIgRUpslOI.DikhztRAnzmiShnofhnWhzslhgikSkamh@pRintiGmesI_hndmhSInzkudhn.dhbhlkWOt.tok.dhbhlkWOt.tUIchDrdifiShntlIpiRIhd.
60,.biznishzWrolsOWeRIhhvfAktspRajeks.AftrhHylItwtidfedrhlikspResvencrthpRhvydfAkssrvisflwndrd_hndWhzjethshndinnyntInEtIsevhn.piRIhd!.
61,.DhfedrhlikspRestsrviskamh_WichlwdbiznhshzhndDindhvijhWhlztisendfAktsidzfrmDhkhmphnIzstoRzkamh_kEmtUrlI.hndWhztUikspensivkamh_AnhlhstsE.piRIhd!.
62,.mistr+ezIzDhfoRmriGlijtIpcr_izhdepthdDilibriGstREttokWiTdiplhmAtiksmylzDAtsofhnDhHaRSnhshvHizWrdz.
63,.mistrizItHUWhz..yRAksliGktUDI?UesizhspeShlIsenshdevhbwtDIhmeRikhndisepShnOvr@yRAn+.
64,.!hsOsIEtidennIz!nhnizeRkhAk.izhjenRhlpaRtnrhveRkOhHOdtelpaRtnrzhndHAzhWhnpRhsenjhnhlpaRtnrintRhstinDhpaRtnrSip..
65,.AneRkOhzspOksWumhnsrDhkhmphnIfoRmDhvencr_tikRIEthfynAnsiGbIikhlfrf?UcrHOtelpRajekts.
66,._klAsnOstHhzolshbingudthloRhnslIthns!.
67,.!HIsyz_EtkhngetkoRnIdtisEDhtm?Uzikizh?UnhvrshlAnWicbhDhtRIlIhz.
68,.?UziShzaRm?izhShnz.
69,._bhtthDhshpRyzhvolmOstevRIWhn.stakpRytsizbigAnhstedIklyndDhtpuStDIAvRijhbhvWenzdEzklOz.
70,.DismaRkitizWEtiGfrOnlIWhnTiGshtAfhdRof+hsIn?rvyspRezhdentAttamsenmhknhnsik?uRhtIzinkoRprEtid_.
71,.DhbigSUhzgOinthdRapWhndRIsIDhtREdnhmbr_.
72,._DhbAGkHOldiGkhmphnIzflEtidhnhDrfiftImil?hndalrsEl@frnekstUzdE!.
73,._DhmaRkitskhndhmAgnhfyDhnUz.
74,.hstRanhvRrzsEDAtDIrTspEtizsIld@.
