Id,Predicted
0,.REvOlAstmanTrgRIdinpRenshphlthselitsAnlendWhtrtRentpRhtEShnztIvidoRiGAnpytTebrkEShnbisnhfizfRnhndhskOz
1,.DhkhmbyndbisnhsizrkAnidfrtRUHhndrdTrdIfyvnil?hndalrzhvjRyvOzEtHhndrdnyntITRImen?hndalrzHinnyntInEtIfyvRephnU.
2,.insep.tembr!DhkhmphnIRiSIvnyntIsikspYntEtmil?hndalrzAziceRvdAmicizrmhbRichvkantRAkthWoRd_RidlEtidtUhkOldaRtiSep.
3,.AzmizkAndOlinmistrnlOdsIht.swTHAfrkhzencRhlghvhnmhnt.DisWykhvbigWhmbriGtAG.k!.
4,.HyGk.piRhkRAtsrinDhtRyvrsID!hndbAkSRyglIfiRHhtDhtAGkSWephnskhngUttUdAm
5,.menIWontthstoRmDhttAGkkhndtek?hdO
6,.bhtifDhHistRIOvaDrAfrkhnnEShnzHisAnIgyd__Wyts.indIinzhndsmolblAktRySudfiRDA
7,.gREnzensoRbIiGs.mOstkoRnhnHWIkTUcrzpRysivzWrStRoGgr.
8,.WIkTUcrjRrShpoRtidbykhnsrnnetHWImEbIvalmrmbOl.ivkOldsnAnpSfalhDispAstWIkAnzWoRnp.Amhlhsed.
9,.dhWoRmiGtRendmEHAdmelvtidDhsnOkhvrEnshmkRat.s.
10,.oRnTUcrjrcIvdchmztReGkf.anekspektEShnhtIAgRkOlchdipaRtmhntWudREzOvIhtAmpoRtfoRkAss_Andlhst
11,.AftRrDhkWOzhvtREdiG!.DhfoRkAvstWriGkRIdst.
12,.sobIGfUtRUSpRyshzWrmmekst.WidbInzenhalfiniShnHyr+.
13,.StRoGgrpamoRlpRysHhSHeltWOlpRyShsfRm!Anhlhssed!
14,.mistrkalhnzfleRndhthnaWinskoRniGdiviZhnWicRidUsiGAtsstAf_hnndWudnIdwtsydHeldhpRhdUshn?Uzletr_.
15,.HImEtrsEOfkolHIfez!.
16,.itWhshndhgivhlWh!
17,.yset.DAnhnfig?udwtHhtDIGIdid!hndsOldhmonhtt
18,.DhsenshvinpendiGdUnHAstymIntInoR.DhS
19,.tUdEIsez.AdhkUdis!Hyvkatmytab.hnd?Uvght?uRh
20,.AdscemhdiviZhnmAnincrfoRRItEmr_itshdDalgIgghlgoR
21,.mistrHOlmzhkoRt.sedIplAnztURIj?UDhstRhkcrhvbelgRU
22,.itmEdbIDhtaRStRakcrhnmhlthplishdEhvkoRprEShnzishnphmOksthfektidfRrDhf?Ucr_.
23,.nefrmplAnHAzbendifazd.DhtitizhndrkhnsidrREShntURic?UDhHOstRhktr!Isedd.
24,.DhpIphlspaRtIkadvedmUdindikkIpphsiShnzineRIhzhvphblikhdmenhstREShninklUdiGHelf_HAjhkEShn!lEbr_faRhnRilEShnzhndAgRh
25,.Dishlwtit.thpEsmoRghtskaddRehnDhpAnhmEnIhnpiRakR
26,.nUmrhskamRAdsWrhpYntid.mOsthvRUmgRecWEtidfrm?hnhvrShdIsinkhminhstblaktnEShns.
27,.AzWidDhResthvDhRiSImpwevr__DeRydIelhjUbIkEmkhntAmhnEtid.bhDhtRAmhvkRapShn.
28,.innyntInEtIfyv_AnsYlWhnneRlIUvevhnbil?hndalrzHindAmhnjisht.tRyl_DhbighstRejmhntevrhWoRdhdhplEnt
29,.DhtUkhmphnISigRIdthsAthlikEshfrTRIbil?hndalrzinHlytdiShmbr.
30,.enslHAzbenfRediGDOvrdhdIktEOzhvmUviGhmhniG!Avrsen
31,.shmhntsHAvDeRphlithkhlbAnhfithpkoRsf_natlIsDhtDhpRezhdentnamhnEntsDhn?Uz.
32,.bhtHAviGtolptUhvRRyhtIhviphblikhnzhbwtDishnRIShnWIt!_ynkhnvensDhtnoRoRWridhbwtTispeRhdakshdittan.dhnphblik
33,.DeRjnOdDwtWIimeniSthsOvIhtTRetfiRIshbdAnchliinDhlASciR_.sOsmhnhsOtrRepRizHAnhtki!.DAnWebr_.
34,.bhtDeRaolsOReS
35,.tUstIphfol.khnmInHyrinflEShn.hndifencREHyrintRictREts.
36,.DhlipRhlslosplhphlithkhldibEtfonWeDrthfhnDhkantRhf.piRIhd!.
37,.nwDERditWytidthHAvkantRhshpoRtrzdRAgTRUDhmaRAshvphlIghlsistanm.piRIh
