Id,Predicted
0,.dREvOWAstmhnTThgRIdhnpRinshphltiselitsAndlhndWotrtRAnsprtEShnstIvhdoRiGAndpyptAbRhkEShnbiznhshzfrhnhndisklOzd.
1,.DhkhmbyndbiznhshzhkwnhdfrtUHhndrdTrdIfyvmil?hndalrzhvdREvOzEtHhnrdnyntITRImil?hndalrzinnyntInEtIfyvRevhn?U.
2,.inseptembr.DhkhmphnIRisIvdnyntIsikspYntEt.mil?hndalrzezitSeRhvdAmijizfrmhgRIchvkantRAkthWoRd!RilEtidtUhkOltaRtnrnSip!.
3,.AzmizkAndhlindmistrlOsIit.swTAfrkhzsentRhlghvrnmhnt_izWykhbigglhmbriGtAGk!.
4,.Wyk.buRhkRAtsrinDhdRyvrzsIt.hndbWaksRytlIfiRWhtDhtAGksWephnzkhndUtidem.
5,.menIWonttistoRmDhtAGkAndtEkidOoRO!.
6,.bhtifDhHistrIhvhDrAfRhkhnnEShnzHizendEtgyd_Wyts.indIhnzhndsmolblAk.tRySudfiRdy@.
7,.gREnzhndsYbIIGz.mOstkoRnAndWItf?UcrzpRyshzWrstRoGgr@.
8,.WIkf?UcrzWrshpoRthdbykhnsrnDhtWIkmEbIvalmrhbhl.ifkOltsnApsfalODispAstWIkenzWoRnT.Anhlhssed.
9,..DhWoRmiGtRAndmEHAvmeltidDhsnOkhvranshmkRaps.
10,.koRnf?UcrzRisIdshmstReGT.anikspektEShnDhtHIAgRhkhlcrdipaRtmhntWudREzsOvIhtIimpoRtfoRkAsts_Anhlhss.
11,.AftrDhklOzhvtREdiGDhfoRkAstsWrinkRIst.
12,.sYbIIGf?UcrzpRysizWrmikst.WudbIInsAnYlfiniSiGHyr+.
13,.stRoGgrpamYlpRysizHelptYlpRysizfrm.Anhlhstsed!.
14,.mistrkalhnzlrndhthnOinzkoRniGdiviZhnWhzRid?UsiGitstAf_hndWudnItwtsydHelppthpRhdUshn?Usletr_.
15,.HImEdrsElzkolHIsez.
16,.itWhzhntthgivhWE+.
17,.ysAttwnhnfig?rdwtWhtDEmItidhndsOldhmanit.
18,.DhsensivinpendiGdUmHAzstymEntInoRk_Dhtsh.
19,.tUdEHIsez.DIAdhtUtrz!yvgatmyjab_hnd?Uvgat?uRRkRh.
20,.AdsjemhdiviZhnmAnhjrfoR@RItElr_itsHhdogIdolgWrOd.
21,.mistrHOmzhkoRt.sedHIplAnztURiv?UDhstRhkcrhvbelgRU.
22,.itmEbIDhtaRstRhkcrhndmhlthplisitIhvkoRprEShnzizhnthmOstifektivfrDhf?Ucr_.
23,.nOfrmplAnHAzsbendivyzd.bhtitizhndrkhnsidrEShntURif?UDhHOldstRhkcrHIsed.
24,.DhpIphlspaRtIkadREmUvdintikIphziShnzHhneRIhshvphblikAdminhstREShn!inklUdiGHelT+ejhkEShn.WEbr_foRhnRIlEShnzhndAgRhk!.
25,.Dishlwdit.tUplEsmoRhvitskadREAnDhpAnhmEnIhnb?uRakRit.
26,.n?UmrhskamrAdzWrhpYntid.mOsthvHhmgRAcrEtidfrm?UnhvrshtIzhnkam?hnhstblaknEShnz.
27,.AtsWiDDhResthvDhRISImHwevr_DeRydIalhjIbikEmkhntemhnEtidbyDhtrmhvkrhpShn!.
28,.innyntInEtIfyv_penzHYlWhnniRlIivevhnbil?hndalrzhnddAmijizAttRyl_DhbighstjhjmhntevrhWoRdidhplEnt!.
29,.DhtUkhmphnIzhgRIdtisethldhkEsfrTRIbil?hndalrzinlytbisembr+.
30,.penzYlHhzbinfRediGOvrDhDItElzhvmUviGDhmhnI!evrsii!.
31,.shmitsHAvDeRphlitikhlbenhfitshvkoRs_natlIstDhtDhpRezhdentdamhnEtsDhn?Uz.
32,.bhtHAviGtoktUHAvryhtIhvRiphblikhnzhbwtDisinREShnWIks_ymkhnvinsthtmoRaRWrEthbwtDispeRdakshvdEton.DhnphblikmliI!.
33,.DeRznOdwtWIvdiminiStDhsOvIhtTRetfeRIshbstAnchlIinDhlAst?iR_sOsmenhvswthRepRisenhtivbinWebr_.
34,..bhtDeRrolsORisklkt!.
35,.tUstIphfol.khnmInHyrinflEShn.hnddivenchlYHyrintRistREts.
